"ID","School","Teacher","ChildAge","Gender","Ethnic","BA","LC","DLS","FS"
5327,53,27,3.31,0,1,1,2,2,0
5320,53,27,3.3,0,1,0,2,1,2
12405,124,57,3.3,0,1,7,3,1,4
318,3,1,3.29,0,1,4,1,3,0
5336,53,27,3.29,0,1,2,2,2,0
91224,912,68,3.29,0,1,0,0,0,0
93209,932,75,3.29,0,1,1,1,1,0
5310,53,27,3.27,0,1,3,0,1,0
5344,53,27,3.26,0,1,7,1,1,0
332,3,1,3.25,0,1,6,4,3,1
4522,45,22,3.24,0,1,3,2,1,1
4523,45,22,3.24,0,1,3,2,1,0
5326,53,27,3.24,0,1,0,1,3,1
5620,56,29,3.24,0,1,7,3,3,1
91230,912,68,3.23,0,1,0,0,0,0
809,8,3,3.22,0,1,8,1,3,1
331,3,1,3.2,0,1,3,4,5,2
93215,932,75,3.2,0,1,0,1,0,0
328,3,1,3.18,0,1,3,3,3,5
405621,56,29,3.18,0,1,8,3,4,1
316,3,1,3.17,0,1,4,3,1,0
91901,919,69,3.16,0,1,2,4,2,0
326,3,1,3.15,0,1,6,5,4,4
92222,922,71,3.14,0,1,2,0,1,0
92215,922,71,3.12,0,1,0,1,0,0
93225,932,75,3.11,0,1,8,1,3,2
90209,902,66,3.1,0,1,2,2,1,1
12414,124,57,3.08,0,1,4,0,0,1
8239,82,44,3.07,0,1,0,3,1,0
12430,124,57,3.07,0,1,2,3,2,1
93224,932,75,3.06,0,1,7,0,1,1
92701,927,74,3.05,0,1,2,0,2,1
12413,124,57,3.03,0,1,0,0,0,0
5606,56,29,3,0,1,4,6,0,2
92312,923,72,2.76,0,1,12,5,4,1
92204,922,71,2.68,0,1,0,2,1,0
92320,923,72,2.66,0,1,0,3,2,2
92306,923,72,2.57,0,0,11,3,2,0
936,81,43,4.49,0,1,0,0,0,0
660,570,63,4.49,0,1,11,1,3,3
762,820,65,4.49,0,1,0,0,0,0
7032,7002,84,4.49,0,1,1,0,0,0
939,81,43,4.48,0,1,0,0,0,0
113,530,62,4.48,0,1,0,0,0,0
765,820,65,4.48,0,1,0,0,0,0
7356,7007,88,4.48,0,0,12,2,4,2
47,12,7,4.47,0,1,7,6,4,4
400894,51,26,4.47,0,1,10,5,5,2
141,53.5,28,4.47,0,1,0,3,1,0
6511,65,34,4.47,0,1,0,0,0,0
932,81,43,4.47,0,1,0,0,0,0
441,84,45,4.47,0,1,0,1,0,0
564,91,50,4.47,0,1,0,0,0,0
11218,112,56,4.47,0,0,3,4,4,2
714,333,59,4.47,0,1,0,0,0,0
414,820,64,4.47,0,1,0,0,0,0
759,820,65,4.47,0,1,0,0,0,0
525,960,76,4.47,0,1,3,0,1,0
131,53.5,28,4.46,0,1,0,1,0,0
7057,7002,84,4.46,0,1,0,0,1,0
13,9.5,5,4.45,0,1,0,0,0,0
75,22,11,4.45,0,1,0,0,0,0
227,69,35,4.45,0,1,8,0,3,4
400595,89,48,4.45,0,1,6,2,3,3
572,91,50,4.45,0,1,0,0,1,0
526,960,76,4.45,0,1,4,1,0,0
7044,7002,84,4.45,0,1,2,0,2,0
7049,7002,84,4.45,0,1,0,0,0,0
349,78,39,4.44,0,1,2,0,1,1
552,91.5,51,4.44,0,1,3,0,1,1
7035,7002,84,4.44,0,1,5,0,1,0
7148,7004,86,4.44,0,0,1,1,1,0
7306,7006,87,4.44,0,0,6,2,1,3
3638,36,18,4.43,0,0,2,0,0,0
5104,51,25,4.43,0,1,0,1,1,0
6504,65,34,4.43,0,1,1,0,0,0
470110,70,37,4.43,0,0,2,2,1,0
600,88.5,48,4.43,0,1,1,0,0,0
569,91,50,4.43,0,1,1,0,1,0
39,12,7,4.42,0,1,0,0,0,0
490,95,52,4.42,0,1,6,5,4,2
7244,7006,87,4.42,0,0,0,0,1,0
7267,7006,87,4.42,0,1,2,2,0,0
380,79,39,4.41,0,1,8,5,2,1
7154,7004,86,4.41,0,1,2,2,2,1
146,59,31,4.4,0,1,2,3,2,1
480213,80,42,4.4,0,0,5,2,2,1
870,4.5,2,4.39,0,1,8,1,1,0
8226,82,44,4.39,0,1,12,3,2,1
7036,7002,84,4.39,0,1,0,1,0,0
7195,7004,86,4.39,0,1,2,3,2,0
7321,7006,87,4.39,0,0,1,4,2,4
895,51,25,4.38,0,1,1,1,1,1
229,69,35,4.38,0,0,3,0,1,0
796,89,48,4.38,0,1,1,4,4,2
126,530,62,4.38,0,1,0,0,0,1
510,960,76,4.38,0,1,0,0,0,0
7279,7006,87,4.38,0,0,3,4,0,3
26,12,7,4.37,0,1,1,5,1,1
37,12,7,4.37,0,1,10,0,2,1
523,960,76,4.37,0,1,0,1,1,0
916,40,19,4.36,0,1,9,1,0,0
896,51,25,4.36,0,1,0,1,0,0
383,79,39,4.36,0,1,3,2,1,0
451,84,45,4.36,0,1,8,1,3,0
591,88.5,48,4.36,0,1,2,0,1,0
7242,7006,87,4.36,0,1,9,2,3,0
77,22,11,4.35,0,1,1,1,0,2
492,95,52,4.35,0,1,4,5,4,0
662,570,63,4.35,0,1,2,1,1,0
683,570,63,4.35,0,1,0,1,1,1
156,60,32,4.34,0,1,1,0,3,1
487,95,52,4.34,0,1,2,0,0,1
7089,7002,84,4.34,0,1,6,5,4,1
795,89,48,4.33,0,0,3,2,1,2
686,570,63,4.33,0,1,0,0,1,0
917,40,19,4.32,0,1,2,0,0,0
7010,7001,83,4.32,0,1,7,5,5,4
400132,7003,85,4.32,0,1,8,3,5,0
7153,7004,86,4.32,0,1,9,4,2,2
7174,7004,86,4.32,0,1,1,0,0,0
6517,65,34,4.31,0,1,2,1,3,3
400112,100,55,4.31,0,0,11,5,4,3
99720,997,80,4.31,0,0,0,0,0,1
7342,7007,88,4.31,0,0,2,5,2,3
7348,7007,88,4.31,0,0,9,2,1,3
180,60,32,4.3,0,1,2,0,2,0
602,88.5,48,4.3,0,1,2,0,1,4
12415,124,57,4.3,0,1,0,0,0,1
111,333,59,4.3,0,1,0,4,2,1
7115,7003,85,4.3,0,1,4,1,0,0
32,12,7,4.29,0,1,1,0,0,2
594,88.5,48,4.29,0,1,4,1,2,1
12409,124,57,4.29,0,1,0,0,0,0
7181,7004,86,4.29,0,0,3,4,4,1
400009,9,4,4.28,0,1,11,2,4,1
99,22.5,12,4.28,0,1,8,6,4,4
196,68.75,35,4.28,0,1,2,0,0,0
400333,69,36,4.28,0,1,7,4,4,2
100,333,59,4.28,0,1,1,0,2,1
400272,7006,87,4.28,0,0,10,2,0,1
7404,7008,89,4.28,0,1,4,3,3,0
27832,27,13,4.27,0,1,3,0,0,0
160,60,32,4.27,0,1,9,5,6,2
22,12,7,4.26,0,1,0,0,0,0
344,78,39,4.26,0,0,2,1,3,4
7266,7006,87,4.26,0,0,10,2,4,2
7152,7004,86,4.25,0,1,3,1,2,1
6525,65,34,4.24,0,1,9,2,2,2
7277,7006,87,4.24,0,1,11,1,2,2
470106,70,37,4.23,0,0,10,4,5,3
7269,7006,87,4.22,0,1,5,0,0,1
7337,7007,88,4.22,0,1,9,3,5,1
6513,65,34,4.21,0,1,6,0,1,1
7335,7007,88,4.2,0,1,0,2,0,0
5114,51,25,4.19,0,0,1,3,1,1
7204,7004,86,4.19,0,1,2,5,3,1
400422,820,64,4.18,0,1,10,0,3,1
400100,7003,85,4.18,0,1,4,5,3,2
7275,7006,87,4.18,0,1,4,0,2,0
7199,7004,86,4.17,0,1,12,5,5,1
5304,53,27,4.16,0,1,0,0,0,0
5609,56,29,4.16,0,1,8,5,3,2
5624,56,29,4.16,0,1,3,6,3,6
8248,82,44,4.16,0,0,1,0,0,1
7002,7001,83,4.16,0,1,6,4,4,4
4518,45,22,4.15,0,1,0,1,1,0
4707,47,23,4.15,0,1,5,0,0,0
4707,47,23,4.15,0,1,5,0,0,0
7018,7001,83,4.15,0,1,4,4,4,4
7020,7001,83,4.15,0,1,6,6,5,3
811,8,3,4.14,0,0,1,0,0,0
4502,45,22,4.14,0,1,4,3,3,0
395,79,39,4.14,0,1,5,0,0,1
90217,902,66,4.14,0,1,11,0,1,1
801,8,3,4.13,0,0,1,0,0,0
825,8,3,4.12,0,1,4,2,3,1
5619,56,29,4.12,0,1,2,1,0,0
815,8,3,4.1,0,1,2,0,1,0
93208,932,75,4.1,0,1,10,3,2,3
5613,56,29,4.09,0,1,0,0,0,0
90230,902,66,4.08,0,1,3,0,2,0
320,3,1,4.07,0,1,0,0,0,1
5117,51,25,4.07,0,0,2,3,1,2
5607,56,29,4.07,0,1,0,0,0,0
321,3,1,4.05,0,1,5,1,3,3
820,8,3,4.05,0,1,0,0,0,0
8206,82,44,4.02,0,1,9,3,2,3
90216,902,66,4.02,0,1,3,3,0,4
5315,53,27,4.01,0,1,0,0,0,0
92703,927,74,4.01,0,1,6,0,2,1
99824,998,81,4.01,0,0,0,0,0,0
12432,124,57,4,0,1,7,3,3,1
405159,51,25,3.99,0,0,9,4,5,4
5608,56,29,3.99,0,1,11,6,4,4
5601,56,29,3.98,0,1,0,2,0,0
99821,998,81,3.98,0,0,1,2,0,2
4708,47,23,3.97,0,1,0,1,1,0
4708,47,23,3.97,0,1,0,1,1,0
12423,124,57,3.97,0,0,2,2,1,0
91210,912,68,3.96,0,1,0,0,0,0
99504,995,78,3.96,0,0,2,0,1,6
480308,80,42,3.95,0,0,5,5,5,4
91213,912,68,3.95,0,1,1,0,0,0
346,78,39,3.94,0,1,2,0,0,0
499814,998,81,3.94,0,0,1,3,2,3
310,3,1,3.93,0,1,8,2,3,2
5616,56,29,3.92,0,1,3,1,1,1
91214,912,68,3.92,0,1,0,0,0,0
91241,912,68,3.92,0,1,0,0,0,1
309,3,1,3.91,0,1,2,0,2,2
8235,82,44,3.9,0,1,6,4,1,2
93203,932,75,3.9,0,1,0,0,0,1
6207,62,33,3.89,0,1,0,0,1,0
91209,912,68,3.89,0,1,0,0,0,0
405115,51,25,3.88,0,0,7,5,5,2
91908,919,69,3.87,0,1,0,0,0,0
99508,995,78,3.87,0,0,3,0,0,2
4526,45,22,3.86,0,1,2,2,1,0
450303,50,24,3.85,0,1,10,1,3,2
99523,995,78,3.85,0,NA,7,3,5,3
404506,45,22,3.84,0,1,10,4,4,4
99514,995,78,3.82,0,0,4,0,1,2
5314,53,27,3.81,0,1,0,1,0,0
5602,56,29,3.81,0,1,9,6,3,2
91909,919,69,3.81,0,NA,0,1,0,0
5116,51,25,3.8,0,0,0,5,1,1
5323,53,27,3.8,0,1,0,0,0,0
8203,82,44,3.8,0,1,2,2,4,2
91910,919,69,3.8,0,1,0,0,0,0
816,8,3,3.78,0,1,2,0,1,0
403629,36,18,3.78,0,0,6,3,4,2
5160,51,25,3.78,0,0,9,3,2,1
5333,53,27,3.78,0,1,7,5,1,1
99621,996,79,3.78,0,0,0,2,3,0
91211,912,68,3.77,0,1,0,0,0,0
99610,996,79,3.77,0,0,0,0,1,3
6206,62,33,3.76,0,1,2,0,1,0
91212,912,68,3.76,0,1,0,0,0,0
329,3,1,3.75,0,1,2,3,3,5
90218,902,66,3.75,0,1,6,1,4,0
99507,995,78,3.74,0,0,1,0,2,0
499605,996,79,3.74,0,0,2,3,1,0
5305,53,27,3.73,0,1,5,1,2,0
5328,53,27,3.73,0,1,0,0,2,1
93206,932,75,3.73,0,1,0,0,0,0
5324,53,27,3.71,0,1,0,0,0,0
91208,912,68,3.71,0,1,2,0,0,0
91913,919,69,3.71,0,1,0,0,0,0
8202,82,44,3.7,0,1,2,3,3,4
814,8,3,3.68,0,0,5,0,2,0
5129,51,25,3.68,0,0,2,4,1,1
90227,902,66,3.68,0,1,6,1,3,1
5163,51,25,3.67,0,0,0,3,0,1
6205,62,33,3.67,0,1,1,0,1,0
90228,902,66,3.67,0,1,4,2,1,0
301,3,1,3.66,0,0,8,2,1,1
90226,902,66,3.66,0,1,0,1,0,1
90235,902,66,3.66,0,1,5,0,2,0
8201,82,44,3.65,0,1,9,3,3,2
490117,90,49,3.65,0,0,10,4,4,1
6204,62,33,3.64,0,1,11,1,2,0
90234,902,66,3.63,0,1,1,2,1,1
90212,902,66,3.61,0,1,0,0,0,0
90213,902,66,3.61,0,1,2,1,1,1
8207,82,44,3.6,0,1,0,2,0,1
5148,51,25,3.59,0,1,1,1,0,2
5330,53,27,3.59,0,1,11,4,4,1
91207,912,68,3.59,0,1,7,3,0,1
311,3,1,3.57,0,1,6,5,2,1
6203,62,33,3.56,0,1,0,0,1,0
90204,902,66,3.56,0,0,2,1,1,0
99608,996,79,3.56,0,0,0,0,0,0
5605,56,29,3.55,0,1,3,4,2,1
8261,82,44,3.53,0,0,3,5,0,2
8262,82,44,3.53,0,0,0,3,0,1
90224,902,66,3.53,0,1,1,1,2,1
812,8,3,3.52,0,1,2,0,1,0
91221,912,68,3.52,0,1,0,0,0,0
822,8,3,3.51,0,1,4,2,3,0
5130,51,25,3.51,0,1,0,4,2,0
91206,912,68,3.51,0,1,1,0,0,0
12504,125,58,5.52,0,1,9,1,3,1
12503,125,58,5.45,0,1,2,0,0,0
450403,50,24,5.42,0,1,1,1,2,1
12528,125,58,5.4,0,1,1,1,1,1
410202,10,6,5.37,0,0,6,3,4,3
403627,36,18,5.36,0,0,7,3,3,4
12525,125,58,5.34,0,1,0,0,0,0
412523,125,58,5.34,0,1,7,3,2,0
11227,112,56,5.33,0,1,0,0,0,0
430111,30,14,5.32,0,0,6,6,5,2
5101,51,25,5.3,0,1,1,0,0,1
450603,50,24,5.28,0,0,7,3,1,1
3604,36,18,5.26,0,0,12,0,4,4
400015,100,55,5.26,0,0,12,6,4,4
7389,7008,89,5.26,0,0,9,1,3,0
897,51,25,5.25,0,1,5,1,1,0
696,570,63,5.25,0,1,3,0,0,0
45,12,7,5.24,0,1,0,0,0,0
744,43.75,21,5.24,0,1,0,0,1,1
400176,60,32,5.23,0,1,11,1,4,0
467,87,46,5.23,0,1,0,0,0,0
573,91,50,5.23,0,1,0,0,0,0
12518,125,58,5.23,0,1,0,0,0,0
123,530,62,5.23,0,1,0,0,0,0
501,960,76,5.23,0,1,0,0,0,0
27840,27,13,5.22,0,1,3,0,0,0
161,60,32,5.22,0,1,0,0,1,0
664,570,63,5.22,0,1,8,0,1,0
207,69,35,5.21,0,1,7,0,4,1
440,84,45,5.21,0,1,8,1,0,0
545,91.5,51,5.21,0,1,2,2,2,1
845,34,17,5.2,0,NA,5,0,0,0
3605,36,18,5.2,0,0,0,0,0,0
3614,36,18,5.2,0,0,1,0,0,1
12509,125,58,5.2,0,1,6,1,1,1
719,333,59,5.2,0,1,7,2,3,0
24,12,7,5.19,0,1,0,0,0,0
81,22,11,5.19,0,1,6,1,0,1
147,59,31,5.19,0,1,2,0,0,0
470102,70,37,5.19,0,0,4,2,4,1
534,960,76,5.19,0,1,6,0,2,1
410206,10,6,5.18,0,0,1,5,2,3
363,78.5,39,5.18,0,NA,0,1,0,1
797,89,48,5.18,0,1,1,0,1,0
18,9.5,5,5.17,0,1,0,0,0,0
729,43.5,21,5.17,0,1,1,1,0,0
364,78.5,39,5.17,0,1,0,1,0,0
11217,112,56,5.17,0,0,1,4,2,1
7247,7006,87,5.17,0,0,3,5,3,3
65,19,9,5.16,0,1,2,0,1,0
125,530,62,5.16,0,1,0,0,0,1
682,570,63,5.16,0,1,6,4,4,2
873,4.5,2,5.15,0,1,2,0,1,1
83,22,11,5.15,0,NA,0,0,0,1
6512,65,34,5.15,0,1,0,0,1,1
634,960,77,5.15,0,1,0,0,0,0
7,9,4,5.14,0,0,9,0,2,0
3616,36,18,5.14,0,0,5,1,1,0
381,79,39,5.14,0,1,7,0,0,2
562,91,50,5.14,0,1,0,0,0,0
514,960,76,5.14,0,1,0,0,0,0
400268,7006,87,5.14,0,1,3,2,0,0
172,60,32,5.13,0,1,3,0,2,1
558,91.5,51,5.13,0,1,1,0,0,0
694,570,63,5.13,0,0,0,0,1,0
210,69,35,5.12,0,1,6,4,3,4
693,570,63,5.12,0,1,2,0,1,0
7169,7004,86,5.12,0,1,1,0,0,0
3,9,4,5.11,0,1,0,0,0,0
437,84,45,5.11,0,1,12,2,0,1
106,333,59,5.11,0,0,2,0,1,1
725,333,59,5.11,0,1,0,0,0,3
7257,7006,87,5.11,0,0,1,3,1,3
74,22,11,5.1,0,1,6,0,2,0
404,820,64,5.1,0,1,1,0,0,1
7012,7001,83,5.1,0,1,11,1,4,0
7058,7002,84,5.1,0,1,1,0,1,3
7059,7002,84,5.1,0,1,3,0,1,1
7060,7002,84,5.1,0,1,3,0,0,0
16,9.5,5,5.09,0,1,4,3,1,3
38,12,7,5.09,0,1,1,2,2,1
98811,98,54,5.09,0,1,4,0,3,0
6,9,4,5.08,0,1,10,0,3,4
561,91.5,51,5.07,0,1,7,3,4,3
7008,7001,83,5.07,0,1,1,0,1,1
400184,7004,86,5.07,0,0,0,1,0,4
15,9.5,5,5.06,0,1,0,0,0,0
377,79,39,5.06,0,1,0,1,0,0
8219,82,44,5.06,0,1,1,0,0,0
412513,125,58,5.06,0,1,8,4,4,3
747,43.75,21,5.05,0,1,0,0,0,0
450106,50,24,5.05,0,1,3,2,1,1
930,81,43,5.05,0,1,0,0,0,0
554,91.5,51,5.05,0,1,0,0,0,0
98813,98,54,5.05,0,1,7,0,3,2
772,820,65,5.05,0,1,0,0,0,0
27839,27,13,5.04,0,1,0,0,0,0
884,51,25,5.04,0,1,5,0,1,0
212,69,35,5.04,0,1,3,1,3,2
7165,7004,86,5.04,0,1,1,0,0,1
66,19,9,5.03,0,1,1,0,0,0
619,960,77,5.03,0,1,0,1,0,0
7054,7002,84,5.03,0,1,2,0,0,0
7093,7003,85,5.03,0,1,1,0,0,0
921,40,19,5.02,0,1,1,0,0,1
153,59,31,5.02,0,0,0,0,1,1
7104,7003,85,5.02,0,1,3,0,0,0
41,12,7,5.01,0,1,6,2,4,2
748,43.75,21,5.01,0,1,9,0,2,0
6516,65,34,5.01,0,1,2,0,1,1
98815,98,54,5.01,0,1,10,0,2,3
7323,7006,87,5.01,0,1,1,0,1,1
89,22.5,12,5,0,1,5,5,1,2
730,43.5,21,5,0,1,1,0,0,1
494,95,52,5,0,1,4,3,4,0
11201,112,56,5,0,0,4,2,2,3
521,960,76,5,0,1,4,0,0,0
400105,7003,85,5,0,1,4,4,3,2
7308,7006,87,5,0,0,0,2,0,0
861,34,17,4.99,0,1,0,1,0,0
450105,50,24,4.99,0,0,9,4,5,5
5110,51,25,4.99,0,0,5,0,0,0
89803,89,48,4.99,0,1,6,0,4,1
692,570,63,4.99,0,1,0,0,1,0
626,960,77,4.99,0,1,9,0,2,1
7179,7004,86,4.99,0,1,2,0,0,0
7327,7007,88,4.99,0,1,6,1,0,0
910,50.75,25,4.98,0,1,6,2,1,2
463,87,46,4.98,0,1,5,2,3,1
7197,7004,86,4.98,0,1,1,0,0,0
736,43.5,21,4.97,0,1,3,2,2,1
127,53.5,28,4.97,0,1,0,0,0,0
166,60,32,4.97,0,1,0,0,3,1
98818,98,54,4.97,0,1,5,0,0,2
707,450,60,4.97,0,1,4,0,1,0
7080,7002,84,4.97,0,1,0,0,0,0
400083,7002,84,4.97,0,1,7,4,4,1
7140,7003,85,4.97,0,1,4,0,0,0
7286,7006,87,4.97,0,1,1,1,0,2
152,59,31,4.96,0,1,2,1,0,0
947,81,43,4.95,0,1,1,0,0,0
466,87,46,4.95,0,1,4,1,1,0
118,530,62,4.95,0,1,0,0,0,0
777,820,65,4.95,0,1,1,0,0,0
919,40,19,4.94,0,1,2,0,0,1
203,68.75,35,4.94,0,1,3,1,0,1
540,960,76,4.94,0,1,1,0,2,1
851,34,17,4.93,0,1,0,0,0,0
749,43.75,21,4.92,0,1,0,0,0,0
716,333,59,4.92,0,1,0,0,0,0
7280,7006,87,4.92,0,0,2,3,0,2
68,19,9,4.91,0,1,1,0,0,0
400090,23,12,4.91,0,1,11,5,5,3
27841,27,13,4.91,0,1,2,0,0,0
948,81,43,4.91,0,1,0,0,0,0
400877,505,61,4.91,0,1,0,1,3,0
778,820,65,4.91,0,1,0,0,0,0
888,51,25,4.9,0,1,9,0,2,0
12505,125,58,4.9,0,1,0,0,0,0
12517,125,58,4.9,0,1,0,0,0,0
668,570,63,4.9,0,1,0,1,3,0
512,960,76,4.9,0,1,5,0,0,0
7239,7006,87,4.9,0,0,2,2,1,1
69,19,9,4.89,0,1,1,0,1,1
889,51,25,4.89,0,1,10,1,0,0
11224,112,56,4.89,0,0,3,3,1,2
423,820,644,4.89,0,1,3,1,3,1
6508,65,34,4.88,0,0,1,0,0,0
202,68.75,35,4.88,0,1,3,1,0,1
107,333,59,4.88,0,1,4,0,2,1
689,570,63,4.88,0,1,0,0,1,0
615,960,77,4.88,0,1,0,0,0,0
576,91,50,4.87,0,1,10,1,1,0
499,960,76,4.87,0,1,0,0,1,0
7027,7001,83,4.87,0,0,1,3,3,1
7359,7007,88,4.87,0,1,1,0,0,0
186,68.5,35,4.86,0,1,0,1,1,2
484,95,52,4.86,0,1,1,0,0,0
12502,125,58,4.86,0,1,1,0,0,0
91,22.5,12,4.85,0,1,1,3,0,0
927,40,19,4.85,0,1,1,0,0,0
119,530,62,4.85,0,1,0,0,0,0
7051,7002,84,4.85,0,1,0,0,0,0
177,60,32,4.84,0,1,6,1,5,2
542,960,76,4.84,0,NA,2,0,1,0
400627,960,77,4.84,0,1,8,3,5,1
7015,7001,83,4.84,0,1,0,0,0,0
7081,7002,84,4.84,0,1,3,0,0,0
920,40,19,4.83,0,1,0,0,0,0
665,570,63,4.83,0,1,11,3,4,0
642,960,77,4.83,0,1,0,1,0,1
400144,7003,85,4.83,0,0,4,2,5,1
7303,7006,87,4.83,0,0,0,2,0,1
76,22,11,4.82,0,1,0,1,0,0
400183,60,32,4.82,0,1,11,4,5,2
397,79,39,4.82,0,1,5,1,3,0
400624,960,77,4.82,0,1,5,3,1,2
400126,7003,85,4.82,0,0,6,3,3,3
7246,7006,87,4.82,0,1,1,2,0,1
400297,7006,87,4.82,0,1,0,0,0,0
170,60,32,4.81,0,1,8,3,4,0
474,87,46,4.81,0,1,11,1,2,1
78335,78,40,4.8,0,1,5,0,0,1
782,88,47,4.8,0,1,0,0,0,0
408,820,64,4.8,0,1,5,0,1,0
543,960,76,4.8,0,NA,0,0,0,0
7283,7006,87,4.8,0,0,3,6,0,3
7328,7007,88,4.8,0,0,5,4,2,0
70,19,9,4.79,0,1,2,0,1,1
799,89,48,4.79,0,1,5,3,4,2
400017,100,55,4.79,0,0,1,1,2,1
764,820,65,4.79,0,1,0,0,0,0
403609,36,18,4.78,0,0,4,2,1,0
922,40,19,4.78,0,1,4,3,3,5
89807,89,48,4.78,0,1,2,0,2,1
7066,7002,84,4.78,0,1,1,0,0,0
731,43.5,21,4.77,0,1,8,3,3,0
220,69,35,4.77,0,1,6,1,3,1
89801,89,48,4.77,0,1,0,1,1,0
138,53.5,28,4.76,0,1,8,1,1,0
550,91.5,51,4.76,0,1,2,0,3,2
7255,7006,87,4.76,0,0,1,0,0,0
27836,27,13,4.75,0,1,1,0,0,0
737,43.5,21,4.75,0,1,9,3,4,2
738,43.5,21,4.75,0,1,2,5,1,3
140,53.5,28,4.75,0,1,3,0,2,0
144,59,31,4.75,0,1,5,1,1,1
150,59,31,4.75,0,1,7,1,2,0
98821,98,54,4.75,0,1,0,0,0,0
661,570,63,4.75,0,1,12,1,3,1
400640,960,77,4.75,0,1,10,2,5,0
420113,20,10,4.74,0,0,8,5,3,5
221,69,35,4.74,0,0,0,0,0,1
570,91,50,4.74,0,1,4,1,0,0
400021,7001,83,4.74,0,1,3,4,3,1
854,34,17,4.73,0,1,11,1,1,0
577,91,50,4.73,0,1,2,0,0,0
690,570,63,4.73,0,1,0,0,1,0
7061,7002,84,4.73,0,0,1,1,0,1
7332,7007,88,4.73,0,0,11,3,1,2
222,69,35,4.72,0,1,5,0,3,1
7009,7001,83,4.72,0,1,1,3,0,1
27822,27,13,4.71,0,1,2,0,0,0
890,51,25,4.71,0,1,1,1,1,0
394,79,39,4.71,0,NA,8,1,2,0
717,333,59,4.71,0,1,10,3,3,0
409,820,64,4.71,0,0,2,1,1,3
400427,820,64,4.71,0,1,12,1,4,2
7202,7004,86,4.71,0,0,2,0,0,0
342,78,39,4.7,0,1,6,5,3,2
798,89,48,4.7,0,1,6,1,1,1
704,450,60,4.7,0,1,0,2,1,0
530,960,76,4.7,0,1,3,0,0,0
71,19,9,4.69,0,0,3,0,0,1
941,81,43,4.69,0,1,4,0,3,0
944,81,43,4.69,0,1,2,0,0,0
89802,89,48,4.69,0,1,10,2,2,0
763,820,65,4.69,0,1,2,0,0,0
766,820,65,4.69,0,1,4,0,3,0
630,960,77,4.69,0,0,0,1,0,0
7048,7002,84,4.69,0,1,0,0,0,0
7243,7006,87,4.69,0,1,0,2,0,1
7294,7006,87,4.69,0,0,0,0,0,3
891,51,25,4.68,0,1,6,0,2,0
455,84,45,4.68,0,1,1,4,5,2
667,570,63,4.68,0,1,1,2,1,1
7186,7004,86,4.68,0,1,2,3,2,1
6522,65,34,4.67,0,1,1,1,1,2
599,88.5,48,4.67,0,0,4,0,2,2
400113,7003,85,4.67,0,0,4,5,3,1
85,22,11,4.66,0,1,2,4,0,0
913,50.75,25,4.66,0,1,5,0,0,0
493,95,52,4.66,0,1,3,0,1,0
110,333,59,4.66,0,1,0,0,0,0
691,570,63,4.66,0,1,0,0,1,0
400024,7001,83,4.66,0,1,10,5,6,2
6503,65,34,4.65,0,1,0,0,0,0
223,69,35,4.65,0,1,0,0,0,0
12501,125,58,4.65,0,0,8,0,2,0
684,570,63,4.65,0,0,0,0,1,0
7312,7006,87,4.65,0,0,0,2,0,1
400353,7007,88,4.65,0,0,12,2,4,1
752,43.75,21,4.64,0,1,1,0,0,0
171,60,32,4.64,0,1,5,0,3,0
224,69,35,4.64,0,1,10,6,5,5
528,960,76,4.64,0,1,0,0,0,0
7005,7001,83,4.64,0,1,4,4,3,3
7007,7001,83,4.64,0,1,1,0,1,0
7309,7006,87,4.64,0,0,3,2,1,1
7329,7007,88,4.64,0,0,10,5,2,0
44,12,7,4.63,0,1,0,0,1,0
403626,36,18,4.62,0,0,7,6,4,2
669,570,63,4.62,0,1,8,2,3,1
688,570,63,4.62,0,1,0,0,1,0
7111,7003,85,4.62,0,1,0,0,0,0
7254,7006,87,4.62,0,1,1,0,0,0
7394,7008,89,4.62,0,0,4,2,0,0
27829,27,13,4.61,0,1,0,0,0,0
8218,82,44,4.61,0,1,4,2,2,3
8224,82,44,4.61,0,1,1,0,0,0
8227,82,44,4.61,0,1,2,0,0,0
400260,7006,87,4.61,0,1,1,0,1,0
740,43.5,21,4.6,0,1,4,1,0,0
901,50.75,25,4.6,0,1,3,2,1,1
7273,7006,87,4.6,0,1,0,0,0,1
27831,27,13,4.59,0,1,0,0,0,0
27844,27,13,4.59,0,1,0,0,0,0
946,81,43,4.59,0,1,1,2,3,1
548,91.5,51,4.59,0,1,10,4,2,4
12510,125,58,4.59,0,0,4,2,1,1
101,333,59,4.59,0,1,3,6,3,2
715,333,59,4.59,0,1,0,0,0,0
25,12,7,4.58,0,1,1,0,0,0
623,960,77,4.58,0,1,1,3,2,1
847,34,17,4.57,0,1,3,2,2,1
137,53.5,28,4.57,0,1,2,0,1,0
614,960,77,4.57,0,NA,1,0,0,0
388,79,39,4.56,0,1,3,3,1,1
400109,7003,85,4.56,0,1,3,4,3,2
7203,7004,86,4.56,0,1,0,0,0,0
7366,7007,88,4.56,0,1,11,4,4,3
148,59,31,4.55,0,1,4,1,2,0
400164,60,32,4.55,0,1,3,5,4,1
400174,60,32,4.55,0,1,9,4,5,2
12507,125,58,4.55,0,0,2,1,1,0
29,12,7,4.54,0,1,6,1,1,3
5111,51,25,4.54,0,0,2,0,0,0
12508,125,58,4.54,0,1,5,2,1,0
