"","ID","school","grade","age","sex","parents_educacion","familiy_influx","ses_auto","fruit","salud_auto","school_ses","school_kind","ses_auto_agrupado","familiy_influx_num","ses_auto_num","salud_num"
"440",3215,"PUBL-BAJO","1",13,0,3,"bajo",5,"sí",4,"BAJO","PUBL","Media",0,1,2
"441",3216,"PUBL-BAJO","1",14,0,3,"medio",8,"sí",5,"BAJO","PUBL","Alta",1,2,2
"442",3217,"PUBL-BAJO","1",14,0,3,"alto",6,"no",3,"BAJO","PUBL","Media",2,1,1
"443",3251,"PUBL-BAJO","1",12,1,3,"bajo",5,"no",3,"BAJO","PUBL","Media",0,1,1
"444",3252,"PUBL-BAJO","1",14,0,1,"bajo",6,"no",5,"BAJO","PUBL","Media",0,1,2
"445",3254,"PUBL-BAJO","1",12,0,0,"bajo",5,"sí",3,"BAJO","PUBL","Media",0,1,1
"446",3255,"PUBL-BAJO","1",12,1,1,"medio",8,"no",3,"BAJO","PUBL","Alta",1,2,1
"447",3256,"PUBL-BAJO","1",12,1,2,"bajo",8,"no",3,"BAJO","PUBL","Alta",0,2,1
"448",3257,"PUBL-BAJO","1",12,0,2,"bajo",6,"no",3,"BAJO","PUBL","Media",0,1,1
"449",3258,"PUBL-BAJO","1",13,0,1,"bajo",6,"no",5,"BAJO","PUBL","Media",0,1,2
"450",3259,"PUBL-BAJO","1",12,1,1,"bajo",6,"no",4,"BAJO","PUBL","Media",0,1,2
"451",3260,"PUBL-BAJO","1",12,0,1,"bajo",6,"sí",5,"BAJO","PUBL","Media",0,1,2
"452",3261,"PUBL-BAJO","1",13,1,3,"medio",8,"no",4,"BAJO","PUBL","Alta",1,2,2
"453",3262,"PUBL-BAJO","1",12,1,1,"medio",5,"no",2,"BAJO","PUBL","Media",1,1,0
"454",3301,"PUBL-BAJO","1",13,1,3,"medio",5,"no",3,"BAJO","PUBL","Media",1,1,1
"455",3302,"PUBL-BAJO","1",13,0,0,"medio",4,"no",3,"BAJO","PUBL","Media",1,1,1
"456",3303,"PUBL-BAJO","1",12,1,1,"bajo",6,"no",2,"BAJO","PUBL","Media",0,1,0
"457",3304,"PUBL-BAJO","1",12,0,1,"bajo",5,"no",3,"BAJO","PUBL","Media",0,1,1
"458",3305,"PUBL-BAJO","1",13,1,1,"bajo",6,"no",1,"BAJO","PUBL","Media",0,1,0
"459",3306,"PUBL-BAJO","1",13,1,1,"bajo",5,"no",5,"BAJO","PUBL","Media",0,1,2
"460",3307,"PUBL-BAJO","1",14,1,1,"medio",6,"no",2,"BAJO","PUBL","Media",1,1,0
"461",3309,"PUBL-BAJO","1",12,1,1,"alto",5,"no",4,"BAJO","PUBL","Media",2,1,2
"462",3310,"PUBL-BAJO","1",13,1,1,"medio",7,"no",3,"BAJO","PUBL","Media",1,1,1
"463",3311,"PUBL-BAJO","1",13,0,3,"medio",7,"sí",4,"BAJO","PUBL","Media",1,1,2
"464",3312,"PUBL-BAJO","1",12,0,3,"bajo",7,"no",3,"BAJO","PUBL","Media",0,1,1
"465",3313,"PUBL-BAJO","1",13,0,1,"bajo",5,"no",3,"BAJO","PUBL","Media",0,1,1
"466",3314,"PUBL-BAJO","1",13,1,1,"bajo",6,"no",5,"BAJO","PUBL","Media",0,1,2
"467",3315,"PUBL-BAJO","1",12,0,1,"bajo",8,"sí",4,"BAJO","PUBL","Alta",0,2,2
"468",3351,"PUBL-BAJO","2",15,1,3,"medio",5,"no",3,"BAJO","PUBL","Media",1,1,1
"469",3352,"PUBL-BAJO","2",14,0,0,"alto",6,"no",4,"BAJO","PUBL","Media",2,1,2
"470",3353,"PUBL-BAJO","2",14,1,3,"medio",5,"no",3,"BAJO","PUBL","Media",1,1,1
"471",3354,"PUBL-BAJO","2",13,1,2,"bajo",8,"sí",3,"BAJO","PUBL","Alta",0,2,1
"472",3355,"PUBL-BAJO","2",14,0,2,"medio",4,"no",3,"BAJO","PUBL","Media",1,1,1
"473",3356,"PUBL-BAJO","2",13,0,1,"medio",5,"no",3,"BAJO","PUBL","Media",1,1,1
"474",3357,"PUBL-BAJO","2",13,0,1,"medio",5,"sí",3,"BAJO","PUBL","Media",1,1,1
"475",3358,"PUBL-BAJO","2",14,1,1,"bajo",6,"no",2,"BAJO","PUBL","Media",0,1,0
"476",3359,"PUBL-BAJO","2",13,0,1,"bajo",5,"no",2,"BAJO","PUBL","Media",0,1,0
"477",3360,"PUBL-BAJO","2",14,0,2,"medio",5,"no",4,"BAJO","PUBL","Media",1,1,2
"478",3361,"PUBL-BAJO","2",13,0,2,"medio",4,"no",3,"BAJO","PUBL","Media",1,1,1
"479",3362,"PUBL-BAJO","2",13,0,1,"bajo",7,"no",2,"BAJO","PUBL","Media",0,1,0
"480",3363,"PUBL-BAJO","2",13,0,1,"bajo",3,"no",3,"BAJO","PUBL","Baja",0,0,1
"481",3364,"PUBL-BAJO","2",13,0,1,"medio",5,"no",3,"BAJO","PUBL","Media",1,1,1
"482",3365,"PUBL-BAJO","2",13,1,3,"medio",7,"no",3,"BAJO","PUBL","Media",1,1,1
"483",3366,"PUBL-BAJO","2",15,1,3,"bajo",5,"no",5,"BAJO","PUBL","Media",0,1,2
"484",3367,"PUBL-BAJO","2",13,0,0,"medio",8,"no",2,"BAJO","PUBL","Alta",1,2,0
"485",3368,"PUBL-BAJO","2",14,2,1,"alto",7,"no",3,"BAJO","PUBL","Media",2,1,1
"486",3369,"PUBL-BAJO","2",14,1,1,"medio",4,"no",5,"BAJO","PUBL","Media",1,1,2
"487",3370,"PUBL-BAJO","2",14,1,1,"bajo",4,"no",3,"BAJO","PUBL","Media",0,1,1
"488",3371,"PUBL-BAJO","2",14,2,3,"medio",7,"no",3,"BAJO","PUBL","Media",1,1,1
"489",3372,"PUBL-BAJO","2",14,1,3,"medio",5,"no",3,"BAJO","PUBL","Media",1,1,1
"490",3373,"PUBL-BAJO","2",13,1,3,"medio",6,"no",3,"BAJO","PUBL","Media",1,1,1
"491",3401,"PUBL-BAJO","2",16,0,1,"alto",5,"no",3,"BAJO","PUBL","Media",2,1,1
"492",3402,"PUBL-BAJO","2",13,1,1,"medio",4,"sí",5,"BAJO","PUBL","Media",1,1,2
"493",3403,"PUBL-BAJO","2",15,1,1,"alto",10,"sí",5,"BAJO","PUBL","Alta",2,2,2
"494",3404,"PUBL-BAJO","2",14,1,1,"medio",10,"no",5,"BAJO","PUBL","Alta",1,2,2
"495",3405,"PUBL-BAJO","2",13,1,1,"medio",6,"no",2,"BAJO","PUBL","Media",1,1,0
"496",3406,"PUBL-BAJO","2",14,0,3,"bajo",7,"no",2,"BAJO","PUBL","Media",0,1,0
"497",3407,"PUBL-BAJO","2",14,0,1,"medio",9,"no",3,"BAJO","PUBL","Alta",1,2,1
"498",3408,"PUBL-BAJO","2",14,1,3,"medio",5,"no",5,"BAJO","PUBL","Media",1,1,2
"499",3409,"PUBL-BAJO","2",13,1,2,"medio",6,"no",3,"BAJO","PUBL","Media",1,1,1
"500",3410,"PUBL-BAJO","2",13,1,0,"medio",8,"no",5,"BAJO","PUBL","Alta",1,2,2
"501",3411,"PUBL-BAJO","2",13,1,2,"medio",3,"sí",4,"BAJO","PUBL","Baja",1,0,2
"502",3412,"PUBL-BAJO","2",13,1,1,"alto",8,"no",4,"BAJO","PUBL","Alta",2,2,2
"503",3413,"PUBL-BAJO","2",13,1,0,"medio",8,"no",3,"BAJO","PUBL","Alta",1,2,1
"504",3414,"PUBL-BAJO","2",14,0,0,"medio",8,"no",3,"BAJO","PUBL","Alta",1,2,1
"505",3415,"PUBL-BAJO","2",13,1,0,"bajo",6,"no",5,"BAJO","PUBL","Media",0,1,2
"506",3416,"PUBL-BAJO","2",14,0,1,"medio",6,"no",3,"BAJO","PUBL","Media",1,1,1
"507",3417,"PUBL-BAJO","2",14,0,0,"medio",10,"no",3,"BAJO","PUBL","Alta",1,2,1
"508",3418,"PUBL-BAJO","2",14,0,1,"bajo",8,"no",2,"BAJO","PUBL","Alta",0,2,0
"509",3419,"PUBL-BAJO","2",14,0,1,"bajo",6,"sí",3,"BAJO","PUBL","Media",0,1,1
"510",3420,"PUBL-BAJO","2",14,0,2,"medio",5,"no",4,"BAJO","PUBL","Media",1,1,2
"511",3421,"PUBL-BAJO","2",14,1,2,"bajo",5,"no",4,"BAJO","PUBL","Media",0,1,2
"512",3422,"PUBL-BAJO","2",15,1,1,"medio",5,"no",3,"BAJO","PUBL","Media",1,1,1
"513",3423,"PUBL-BAJO","2",14,0,2,"medio",8,"sí",5,"BAJO","PUBL","Alta",1,2,2
"514",3424,"PUBL-BAJO","2",14,0,1,"alto",10,"sí",5,"BAJO","PUBL","Alta",2,2,2
"515",3451,"PUBL-BAJO","2",13,1,1,"medio",5,"no",3,"BAJO","PUBL","Media",1,1,1
"516",3452,"PUBL-BAJO","2",15,1,1,"medio",5,"no",2,"BAJO","PUBL","Media",1,1,0
"517",3453,"PUBL-BAJO","2",13,1,1,"medio",8,"no",3,"BAJO","PUBL","Alta",1,2,1
"518",3454,"PUBL-BAJO","2",14,1,1,"bajo",8,"no",1,"BAJO","PUBL","Alta",0,2,0
"519",3455,"PUBL-BAJO","2",14,1,1,"bajo",5,"sí",3,"BAJO","PUBL","Media",0,1,1
"520",3456,"PUBL-BAJO","2",13,0,2,"medio",7,"no",3,"BAJO","PUBL","Media",1,1,1
"521",3457,"PUBL-BAJO","2",13,0,2,"medio",6,"no",2,"BAJO","PUBL","Media",1,1,0
"522",3458,"PUBL-BAJO","2",15,0,1,"medio",6,"no",3,"BAJO","PUBL","Media",1,1,1
"523",3459,"PUBL-BAJO","2",14,1,1,"bajo",9,"no",4,"BAJO","PUBL","Alta",0,2,2
"524",3460,"PUBL-BAJO","2",13,1,2,"medio",8,"sí",3,"BAJO","PUBL","Alta",1,2,1
"525",3461,"PUBL-BAJO","2",14,0,3,"medio",8,"no",4,"BAJO","PUBL","Alta",1,2,2
"526",3462,"PUBL-BAJO","2",13,0,1,"bajo",8,"no",4,"BAJO","PUBL","Alta",0,2,2
"527",3463,"PUBL-BAJO","2",13,0,1,"medio",8,"no",3,"BAJO","PUBL","Alta",1,2,1
"528",3464,"PUBL-BAJO","2",13,0,2,"medio",6,"no",3,"BAJO","PUBL","Media",1,1,1
"529",3465,"PUBL-BAJO","2",13,0,1,"medio",9,"no",4,"BAJO","PUBL","Alta",1,2,2
"530",3466,"PUBL-BAJO","2",13,1,2,"alto",10,"no",5,"BAJO","PUBL","Alta",2,2,2
"531",3467,"PUBL-BAJO","2",13,0,1,"bajo",5,"no",3,"BAJO","PUBL","Media",0,1,1
"532",3468,"PUBL-BAJO","2",13,1,1,"medio",5,"no",3,"BAJO","PUBL","Media",1,1,1
"533",3469,"PUBL-BAJO","2",14,1,1,"medio",3,"no",5,"BAJO","PUBL","Baja",1,0,2
"534",3470,"PUBL-BAJO","2",15,0,1,"medio",8,"sí",4,"BAJO","PUBL","Alta",1,2,2
"535",3471,"PUBL-BAJO","2",14,0,3,"medio",9,"no",5,"BAJO","PUBL","Alta",1,2,2
"536",3472,"PUBL-BAJO","2",14,1,2,"medio",5,"no",3,"BAJO","PUBL","Media",1,1,1
"537",3473,"PUBL-BAJO","2",14,1,3,"alto",8,"no",5,"BAJO","PUBL","Alta",2,2,2
"538",3474,"PUBL-BAJO","2",14,1,2,"alto",5,"sí",4,"BAJO","PUBL","Media",2,1,2
"539",3475,"PUBL-BAJO","2",14,0,2,"medio",7,"no",3,"BAJO","PUBL","Media",1,1,1
"540",3501,"PUBL-BAJO","2",13,1,1,"alto",10,"no",2,"BAJO","PUBL","Alta",2,2,0
"541",3502,"PUBL-BAJO","2",16,1,1,"medio",5,"no",3,"BAJO","PUBL","Media",1,1,1
"542",3503,"PUBL-BAJO","2",14,1,1,"bajo",5,"no",3,"BAJO","PUBL","Media",0,1,1
"543",3504,"PUBL-BAJO","2",13,0,0,"bajo",3,"no",2,"BAJO","PUBL","Baja",0,0,0
"544",3506,"PUBL-BAJO","2",13,1,1,"medio",7,"no",4,"BAJO","PUBL","Media",1,1,2
"545",3507,"PUBL-BAJO","2",14,1,1,"medio",4,"no",5,"BAJO","PUBL","Media",1,1,2
"546",3508,"PUBL-BAJO","2",14,0,3,"bajo",6,"no",3,"BAJO","PUBL","Media",0,1,1
"547",3509,"PUBL-BAJO","2",14,0,2,"bajo",6,"no",2,"BAJO","PUBL","Media",0,1,0
"548",3510,"PUBL-BAJO","2",13,0,1,"alto",5,"sí",3,"BAJO","PUBL","Media",2,1,1
"549",3512,"PUBL-BAJO","2",13,0,1,"medio",6,"no",2,"BAJO","PUBL","Media",1,1,0
"550",3513,"PUBL-BAJO","2",13,0,1,"bajo",5,"no",5,"BAJO","PUBL","Media",0,1,2
"551",3514,"PUBL-BAJO","2",14,0,1,"bajo",7,"no",3,"BAJO","PUBL","Media",0,1,1
"552",3515,"PUBL-BAJO","2",13,1,1,"medio",3,"no",3,"BAJO","PUBL","Baja",1,0,1
"553",3516,"PUBL-BAJO","2",14,1,0,"bajo",8,"no",2,"BAJO","PUBL","Alta",0,2,0
"554",3517,"PUBL-BAJO","2",13,1,2,"bajo",6,"no",4,"BAJO","PUBL","Media",0,1,2
"555",3518,"PUBL-BAJO","2",14,1,2,"bajo",6,"no",3,"BAJO","PUBL","Media",0,1,1
"556",3519,"PUBL-BAJO","2",14,0,3,"medio",9,"no",4,"BAJO","PUBL","Alta",1,2,2
"557",3520,"PUBL-BAJO","2",14,0,1,"medio",3,"no",4,"BAJO","PUBL","Baja",1,0,2
"558",3521,"PUBL-BAJO","2",13,0,3,"medio",5,"no",3,"BAJO","PUBL","Media",1,1,1
"559",3522,"PUBL-BAJO","2",13,0,1,"medio",5,"no",1,"BAJO","PUBL","Media",1,1,0
"560",3552,"PUBL-BAJO","2",14,0,1,"bajo",5,"no",5,"BAJO","PUBL","Media",0,1,2
"561",3553,"PUBL-BAJO","2",15,0,1,"alto",5,"no",3,"BAJO","PUBL","Media",2,1,1
"562",3554,"PUBL-BAJO","2",15,1,2,"bajo",5,"no",2,"BAJO","PUBL","Media",0,1,0
"563",3555,"PUBL-BAJO","2",14,0,3,"medio",7,"sí",3,"BAJO","PUBL","Media",1,1,1
"564",3556,"PUBL-BAJO","2",15,0,1,"bajo",7,"no",4,"BAJO","PUBL","Media",0,1,2
"565",3557,"PUBL-BAJO","2",14,1,1,"medio",6,"no",2,"BAJO","PUBL","Media",1,1,0
"566",3558,"PUBL-BAJO","2",13,0,3,"medio",7,"sí",3,"BAJO","PUBL","Media",1,1,1
"567",3559,"PUBL-BAJO","2",13,0,1,"medio",5,"no",3,"BAJO","PUBL","Media",1,1,1
"568",3560,"PUBL-BAJO","2",13,0,1,"medio",5,"no",3,"BAJO","PUBL","Media",1,1,1
"569",3561,"PUBL-BAJO","2",14,1,1,"medio",8,"no",4,"BAJO","PUBL","Alta",1,2,2
"570",3562,"PUBL-BAJO","2",16,0,1,"bajo",6,"no",2,"BAJO","PUBL","Media",0,1,0
"571",3563,"PUBL-BAJO","2",14,0,1,"bajo",6,"no",5,"BAJO","PUBL","Media",0,1,2
"572",3567,"PUBL-BAJO","2",13,1,3,"bajo",7,"no",3,"BAJO","PUBL","Media",0,1,1
"573",3568,"PUBL-BAJO","2",14,1,0,"medio",2,"no",5,"BAJO","PUBL","Baja",1,0,2
"574",3569,"PUBL-BAJO","2",15,1,1,"alto",5,"no",4,"BAJO","PUBL","Media",2,1,2
"575",3570,"PUBL-BAJO","2",15,1,1,"medio",3,"no",4,"BAJO","PUBL","Baja",1,0,2
"576",3571,"PUBL-BAJO","2",13,1,3,"bajo",4,"no",3,"BAJO","PUBL","Media",0,1,1
"577",3601,"PUBL-BAJO","2",13,0,1,"bajo",7,"no",4,"BAJO","PUBL","Media",0,1,2
"578",3602,"PUBL-BAJO","2",13,1,1,"bajo",6,"no",3,"BAJO","PUBL","Media",0,1,1
"579",3603,"PUBL-BAJO","2",13,0,3,"medio",5,"no",2,"BAJO","PUBL","Media",1,1,0
"580",3604,"PUBL-BAJO","2",13,0,0,"medio",5,"no",3,"BAJO","PUBL","Media",1,1,1
"581",3605,"PUBL-BAJO","2",14,1,1,"medio",5,"no",1,"BAJO","PUBL","Media",1,1,0
"582",3606,"PUBL-BAJO","2",15,1,1,"medio",5,"no",2,"BAJO","PUBL","Media",1,1,0
"583",3607,"PUBL-BAJO","2",13,1,1,"bajo",6,"no",5,"BAJO","PUBL","Media",0,1,2
"584",3608,"PUBL-BAJO","2",13,1,1,"alto",5,"no",2,"BAJO","PUBL","Media",2,1,0
"585",3609,"PUBL-BAJO","2",15,0,1,"alto",8,"no",3,"BAJO","PUBL","Alta",2,2,1
"586",3610,"PUBL-BAJO","2",14,0,1,"bajo",4,"sí",5,"BAJO","PUBL","Media",0,1,2
"587",3611,"PUBL-BAJO","2",13,0,1,"medio",7,"sí",1,"BAJO","PUBL","Media",1,1,0
"588",3612,"PUBL-BAJO","2",14,1,2,"bajo",5,"no",3,"BAJO","PUBL","Media",0,1,1
"589",3613,"PUBL-BAJO","2",13,1,3,"bajo",4,"no",4,"BAJO","PUBL","Media",0,1,2
"590",3614,"PUBL-BAJO","2",13,0,2,"bajo",7,"no",4,"BAJO","PUBL","Media",0,1,2
"591",3615,"PUBL-BAJO","2",13,0,3,"medio",6,"no",2,"BAJO","PUBL","Media",1,1,0
"592",3616,"PUBL-BAJO","2",15,0,0,"alto",6,"sí",5,"BAJO","PUBL","Media",2,1,2
"593",3617,"PUBL-BAJO","2",14,1,3,"medio",6,"no",5,"BAJO","PUBL","Media",1,1,2
"594",3618,"PUBL-BAJO","2",13,1,1,"bajo",6,"no",2,"BAJO","PUBL","Media",0,1,0
"595",3619,"PUBL-BAJO","2",13,1,1,"medio",6,"no",2,"BAJO","PUBL","Media",1,1,0
"596",3620,"PUBL-BAJO","2",13,1,3,"bajo",4,"no",2,"BAJO","PUBL","Media",0,1,0
"597",3621,"PUBL-BAJO","2",13,1,3,"bajo",5,"no",3,"BAJO","PUBL","Media",0,1,1
"598",3622,"PUBL-BAJO","2",14,0,0,"medio",7,"no",3,"BAJO","PUBL","Media",1,1,1
"599",3623,"PUBL-BAJO","2",13,1,2,"medio",6,"no",3,"BAJO","PUBL","Media",1,1,1
"600",3624,"PUBL-BAJO","2",13,1,0,"bajo",8,"sí",4,"BAJO","PUBL","Alta",0,2,2
"601",3625,"PUBL-BAJO","2",13,1,1,"alto",8,"no",3,"BAJO","PUBL","Alta",2,2,1
"602",3651,"PUBL-BAJO","2",14,1,1,"alto",4,"no",5,"BAJO","PUBL","Media",2,1,2
"603",3652,"PUBL-BAJO","2",15,0,2,"alto",7,"no",3,"BAJO","PUBL","Media",2,1,1
"604",3653,"PUBL-BAJO","2",15,1,3,"medio",5,"no",3,"BAJO","PUBL","Media",1,1,1
"605",3654,"PUBL-BAJO","2",15,1,1,"alto",9,"no",5,"BAJO","PUBL","Alta",2,2,2
"606",3655,"PUBL-BAJO","2",14,1,3,"medio",5,"no",5,"BAJO","PUBL","Media",1,1,2
"607",3656,"PUBL-BAJO","2",15,1,1,"bajo",4,"no",2,"BAJO","PUBL","Media",0,1,0
"608",3657,"PUBL-BAJO","2",14,0,3,"medio",3,"no",3,"BAJO","PUBL","Baja",1,0,1
"609",3658,"PUBL-BAJO","2",14,1,3,"medio",7,"no",5,"BAJO","PUBL","Media",1,1,2
"610",3659,"PUBL-BAJO","2",14,1,1,"bajo",6,"no",3,"BAJO","PUBL","Media",0,1,1
"611",3660,"PUBL-BAJO","2",14,1,2,"bajo",5,"no",2,"BAJO","PUBL","Media",0,1,0
"612",3661,"PUBL-BAJO","2",14,1,3,"bajo",6,"no",3,"BAJO","PUBL","Media",0,1,1
"613",3662,"PUBL-BAJO","2",14,0,3,"alto",5,"sí",3,"BAJO","PUBL","Media",2,1,1
"614",3663,"PUBL-BAJO","2",13,0,1,"medio",5,"sí",3,"BAJO","PUBL","Media",1,1,1
"615",3664,"PUBL-BAJO","2",15,1,1,"medio",8,"no",3,"BAJO","PUBL","Alta",1,2,1
"616",3666,"PUBL-BAJO","2",15,1,1,"medio",8,"sí",5,"BAJO","PUBL","Alta",1,2,2
"617",4001,"PRIV-BAJO","1",12,0,2,"alto",4,"no",3,"BAJO","PRIV","Media",2,1,1
"618",4002,"PRIV-BAJO","1",13,1,2,"medio",6,"no",5,"BAJO","PRIV","Media",1,1,2
"619",4003,"PRIV-BAJO","1",12,0,2,"medio",6,"no",3,"BAJO","PRIV","Media",1,1,1
"620",4004,"PRIV-BAJO","1",13,1,2,"medio",7,"no",4,"BAJO","PRIV","Media",1,1,2
"621",4005,"PRIV-BAJO","1",12,1,2,"alto",8,"sí",4,"BAJO","PRIV","Alta",2,2,2
"622",4006,"PRIV-BAJO","1",12,0,2,"medio",8,"no",3,"BAJO","PRIV","Alta",1,2,1
"623",4007,"PRIV-BAJO","1",13,1,3,"medio",7,"no",5,"BAJO","PRIV","Media",1,1,2
"624",4008,"PRIV-BAJO","1",13,1,2,"alto",8,"no",4,"BAJO","PRIV","Alta",2,2,2
"625",4009,"PRIV-BAJO","1",13,0,3,"alto",6,"no",3,"BAJO","PRIV","Media",2,1,1
"626",4010,"PRIV-BAJO","1",12,0,1,"medio",7,"sí",4,"BAJO","PRIV","Media",1,1,2
"627",4011,"PRIV-BAJO","1",12,1,3,"alto",7,"no",5,"BAJO","PRIV","Media",2,1,2
"628",4012,"PRIV-BAJO","1",12,1,2,"alto",8,"no",5,"BAJO","PRIV","Alta",2,2,2
"629",4013,"PRIV-BAJO","1",12,0,3,"bajo",6,"no",4,"BAJO","PRIV","Media",0,1,2
"630",4014,"PRIV-BAJO","1",12,1,1,"medio",8,"no",3,"BAJO","PRIV","Alta",1,2,1
"631",4015,"PRIV-BAJO","1",12,0,1,"medio",9,"no",2,"BAJO","PRIV","Alta",1,2,0
"632",4016,"PRIV-BAJO","1",12,0,1,"bajo",8,"sí",4,"BAJO","PRIV","Alta",0,2,2
"633",4017,"PRIV-BAJO","1",13,0,3,"medio",4,"no",3,"BAJO","PRIV","Media",1,1,1
"634",4018,"PRIV-BAJO","1",12,0,3,"medio",5,"no",3,"BAJO","PRIV","Media",1,1,1
"635",4019,"PRIV-BAJO","1",12,0,3,"medio",7,"no",4,"BAJO","PRIV","Media",1,1,2
"636",4020,"PRIV-BAJO","1",13,1,1,"alto",9,"no",4,"BAJO","PRIV","Alta",2,2,2
"637",4021,"PRIV-BAJO","1",13,1,1,"medio",8,"no",4,"BAJO","PRIV","Alta",1,2,2
"638",4022,"PRIV-BAJO","1",12,0,2,"alto",8,"sí",5,"BAJO","PRIV","Alta",2,2,2
"639",4023,"PRIV-BAJO","1",12,0,2,"alto",5,"no",4,"BAJO","PRIV","Media",2,1,2
"640",4024,"PRIV-BAJO","1",13,0,2,"alto",5,"sí",3,"BAJO","PRIV","Media",2,1,1
"641",4025,"PRIV-BAJO","1",13,0,2,"bajo",3,"no",3,"BAJO","PRIV","Baja",0,0,1
"642",4026,"PRIV-BAJO","1",12,1,0,"medio",9,"no",5,"BAJO","PRIV","Alta",1,2,2
"643",4027,"PRIV-BAJO","1",12,0,3,"alto",9,"sí",3,"BAJO","PRIV","Alta",2,2,1
"644",4028,"PRIV-BAJO","1",13,0,2,"alto",5,"no",1,"BAJO","PRIV","Media",2,1,0
"645",4029,"PRIV-BAJO","1",13,0,1,"bajo",5,"no",3,"BAJO","PRIV","Media",0,1,1
"646",4030,"PRIV-BAJO","1",12,0,2,"medio",9,"no",4,"BAJO","PRIV","Alta",1,2,2
"647",4031,"PRIV-BAJO","1",12,1,1,"medio",7,"no",3,"BAJO","PRIV","Media",1,1,1
"648",4032,"PRIV-BAJO","1",13,0,1,"medio",9,"sí",5,"BAJO","PRIV","Alta",1,2,2
"649",4033,"PRIV-BAJO","1",13,1,1,"alto",10,"no",5,"BAJO","PRIV","Alta",2,2,2
"650",4034,"PRIV-BAJO","1",12,1,1,"alto",10,"sí",4,"BAJO","PRIV","Alta",2,2,2
"651",4035,"PRIV-BAJO","1",13,0,2,"medio",7,"no",3,"BAJO","PRIV","Media",1,1,1
"652",4036,"PRIV-BAJO","1",13,0,1,"alto",6,"sí",4,"BAJO","PRIV","Media",2,1,2
"653",4037,"PRIV-BAJO","1",12,0,2,"medio",6,"sí",4,"BAJO","PRIV","Media",1,1,2
"654",4050,"PRIV-BAJO","1",13,1,1,"medio",8,"no",3,"BAJO","PRIV","Alta",1,2,1
"655",4051,"PRIV-BAJO","1",13,0,1,"medio",8,"no",3,"BAJO","PRIV","Alta",1,2,1
"656",4052,"PRIV-BAJO","1",13,0,3,"medio",9,"no",3,"BAJO","PRIV","Alta",1,2,1
"657",4053,"PRIV-BAJO","1",12,0,1,"alto",7,"no",3,"BAJO","PRIV","Media",2,1,1
"658",4054,"PRIV-BAJO","1",12,0,1,"medio",7,"no",5,"BAJO","PRIV","Media",1,1,2
"659",4055,"PRIV-BAJO","1",13,0,3,"alto",7,"no",3,"BAJO","PRIV","Media",2,1,1
"660",4056,"PRIV-BAJO","1",12,1,1,"alto",6,"no",3,"BAJO","PRIV","Media",2,1,1
"661",4057,"PRIV-BAJO","1",12,1,3,"medio",6,"no",3,"BAJO","PRIV","Media",1,1,1
"662",4058,"PRIV-BAJO","1",13,0,1,"medio",7,"no",2,"BAJO","PRIV","Media",1,1,0
"663",4059,"PRIV-BAJO","1",12,1,2,"medio",5,"sí",4,"BAJO","PRIV","Media",1,1,2
"664",4060,"PRIV-BAJO","1",12,0,2,"medio",5,"no",2,"BAJO","PRIV","Media",1,1,0
"665",4061,"PRIV-BAJO","1",13,0,2,"medio",5,"no",3,"BAJO","PRIV","Media",1,1,1
"666",4062,"PRIV-BAJO","1",12,1,1,"alto",7,"no",3,"BAJO","PRIV","Media",2,1,1
"667",4063,"PRIV-BAJO","1",12,0,2,"medio",8,"no",3,"BAJO","PRIV","Alta",1,2,1
"668",4064,"PRIV-BAJO","1",13,0,0,"medio",8,"no",3,"BAJO","PRIV","Alta",1,2,1
"669",4065,"PRIV-BAJO","1",12,0,1,"medio",9,"no",3,"BAJO","PRIV","Alta",1,2,1
"670",4066,"PRIV-BAJO","1",13,0,2,"bajo",4,"sí",1,"BAJO","PRIV","Media",0,1,0
"671",4067,"PRIV-BAJO","1",12,1,3,"medio",5,"sí",4,"BAJO","PRIV","Media",1,1,2
"672",4068,"PRIV-BAJO","1",12,1,1,"medio",5,"no",3,"BAJO","PRIV","Media",1,1,1
"673",4069,"PRIV-BAJO","1",12,0,2,"bajo",9,"no",4,"BAJO","PRIV","Alta",0,2,2
"674",4070,"PRIV-BAJO","1",13,1,1,"medio",6,"no",5,"BAJO","PRIV","Media",1,1,2
"675",4071,"PRIV-BAJO","1",12,1,1,"medio",5,"no",4,"BAJO","PRIV","Media",1,1,2
"676",4072,"PRIV-BAJO","1",12,1,2,"medio",9,"no",4,"BAJO","PRIV","Alta",1,2,2
"677",4073,"PRIV-BAJO","1",12,0,2,"medio",9,"sí",4,"BAJO","PRIV","Alta",1,2,2
"678",4074,"PRIV-BAJO","1",13,0,3,"bajo",7,"no",4,"BAJO","PRIV","Media",0,1,2
"679",4075,"PRIV-BAJO","1",12,0,1,"medio",7,"no",5,"BAJO","PRIV","Media",1,1,2
"680",4076,"PRIV-BAJO","1",12,1,3,"bajo",6,"no",4,"BAJO","PRIV","Media",0,1,2
"681",4077,"PRIV-BAJO","1",13,1,1,"medio",7,"sí",5,"BAJO","PRIV","Media",1,1,2
"682",4078,"PRIV-BAJO","1",12,0,1,"medio",7,"no",4,"BAJO","PRIV","Media",1,1,2
"683",4079,"PRIV-BAJO","1",12,1,1,"alto",5,"sí",2,"BAJO","PRIV","Media",2,1,0
