Source,Target,Distance,num_paths,initial_config,final_config,path,search_depth,chunks,vals_str
13,26,8,6,Partial,Partial,"[[13, 10, 23, 29, 16, 3, 9, 20, 26], [13, 24, 18, 7, 16, 3, 9, 20, 26], [13, 24, 18, 7, 1, 17, 9, 20, 26], [13, 2, 8, 25, 19, 6, 0, 15, 26], [13, 2, 8, 21, 27, 6, 0, 15, 26], [13, 2, 8, 21, 27, 14, 5, 11, 26]]",NA,NA,NA
13,27,4,1,Partial,Partial,"[[13, 2, 8, 21, 27]]",2,1,SGGG
13,28,6,1,Partial,Partial,"[[13, 24, 18, 7, 1, 17, 28]]",3,2,SSGSGG
13,29,3,1,Partial,Partial,"[[13, 10, 23, 29]]",2,1,SGG
13,30,7,1,Partial,Tower,"[[13, 24, 18, 7, 1, 17, 28, 30]]",5,1,SSSSGGG
13,31,8,3,Partial,Tower,"[[13, 10, 23, 29, 16, 3, 9, 20, 31], [13, 24, 18, 7, 16, 3, 9, 20, 31], [13, 24, 18, 7, 1, 17, 9, 20, 31]]",NA,NA,NA
13,32,3,1,Partial,Tower,"[[13, 10, 23, 32]]",2,1,SGG
13,33,2,1,Partial,Tower,"[[13, 24, 33]]",1,0,GG
13,34,4,1,Partial,Tower,"[[13, 2, 8, 21, 34]]",2,1,SGGG
13,35,4,1,Partial,Tower,"[[13, 2, 8, 25, 35]]",2,1,SGGG
14,00,2,1,Partial,Partial,"[[14, 6, 0]]",1,0,GG
14,01,6,1,Partial,Partial,"[[14, 5, 11, 22, 28, 17, 1]]",4,1,SSSGGG
14,02,4,1,Partial,Partial,"[[14, 27, 21, 8, 2]]",2,1,SGGG
14,03,6,2,Partial,Partial,"[[14, 5, 11, 26, 20, 9, 3], [14, 5, 11, 22, 28, 9, 3]]",NA,NA,NA
14,04,5,2,Partial,Partial,"[[14, 6, 19, 25, 12, 4], [14, 27, 21, 8, 12, 4]]",NA,NA,NA
14,05,1,1,Partial,Partial,"[[14, 5]]",1,0,G
14,06,1,1,Partial,Flat,"[[14, 6]]",1,0,G
14,07,7,1,Partial,Flat,"[[14, 5, 11, 22, 28, 17, 1, 7]]",4,2,SSSGSGG
14,08,3,1,Partial,Flat,"[[14, 27, 21, 8]]",2,1,SGG
14,09,5,2,Partial,Flat,"[[14, 5, 11, 26, 20, 9], [14, 5, 11, 22, 28, 9]]",NA,NA,NA
14,10,6,3,Partial,Flat,"[[14, 6, 19, 25, 12, 4, 10], [14, 27, 21, 8, 12, 4, 10], [14, 27, 21, 8, 2, 13, 10]]",NA,NA,NA
14,11,2,1,Partial,Flat,"[[14, 5, 11]]",1,0,GG
14,12,4,2,Partial,Partial,"[[14, 6, 19, 25, 12], [14, 27, 21, 8, 12]]",NA,NA,NA
14,13,5,1,Partial,Partial,"[[14, 27, 21, 8, 2, 13]]",3,1,SSGGG
14,15,3,2,Partial,Partial,"[[14, 6, 0, 15], [14, 5, 11, 15]]",NA,NA,NA
14,16,7,2,Partial,Partial,"[[14, 5, 11, 26, 20, 9, 3, 16], [14, 5, 11, 22, 28, 9, 3, 16]]",NA,NA,NA
14,17,5,1,Partial,Partial,"[[14, 5, 11, 22, 28, 17]]",2,2,SGSGG
14,18,7,1,Partial,Partial,"[[14, 27, 21, 8, 2, 13, 24, 18]]",5,1,SSSSGGG
14,19,2,1,Partial,Partial,"[[14, 6, 19]]",1,0,GG
14,20,4,1,Partial,Partial,"[[14, 5, 11, 26, 20]]",2,1,SGGG
14,21,2,1,Partial,Partial,"[[14, 27, 21]]",1,0,GG
14,22,3,1,Partial,Partial,"[[14, 5, 11, 22]]",1,0,GGG
14,23,7,3,Partial,Partial,"[[14, 6, 19, 25, 12, 4, 10, 23], [14, 27, 21, 8, 12, 4, 10, 23], [14, 27, 21, 8, 2, 13, 10, 23]]",NA,NA,NA
14,24,6,1,Partial,Partial,"[[14, 27, 21, 8, 2, 13, 24]]",3,2,SSGSGG
14,25,3,1,Partial,Partial,"[[14, 6, 19, 25]]",2,1,SGG
14,26,3,1,Partial,Partial,"[[14, 5, 11, 26]]",2,1,SGG
14,27,1,1,Partial,Partial,"[[14, 27]]",1,0,G
14,28,4,1,Partial,Partial,"[[14, 5, 11, 22, 28]]",2,1,SGGG
14,29,8,6,Partial,Partial,"[[14, 6, 19, 25, 12, 4, 10, 23, 29], [14, 27, 21, 8, 12, 4, 10, 23, 29], [14, 27, 21, 8, 2, 13, 10, 23, 29], [14, 5, 11, 26, 20, 9, 3, 16, 29], [14, 5, 11, 22, 28, 9, 3, 16, 29], [14, 5, 11, 22, 28, 17, 1, 7, 29]]",NA,NA,NA
14,30,4,1,Partial,Tower,"[[14, 5, 11, 22, 30]]",2,1,SGGG
14,31,4,1,Partial,Tower,"[[14, 5, 11, 26, 31]]",2,1,SGGG
14,32,8,3,Partial,Tower,"[[14, 6, 19, 25, 12, 4, 10, 23, 32], [14, 27, 21, 8, 12, 4, 10, 23, 32], [14, 27, 21, 8, 2, 13, 10, 23, 32]]",NA,NA,NA
14,33,7,1,Partial,Tower,"[[14, 27, 21, 8, 2, 13, 24, 33]]",5,1,SSSSGGG
14,34,2,1,Partial,Tower,"[[14, 27, 34]]",1,0,GG
14,35,3,1,Partial,Tower,"[[14, 6, 19, 35]]",2,1,SGG
15,00,1,1,Partial,Partial,"[[15, 0]]",1,0,G
15,01,5,2,Partial,Partial,"[[15, 11, 22, 28, 17, 1], [15, 26, 20, 9, 17, 1]]",NA,NA,NA
15,02,6,2,Partial,Partial,"[[15, 0, 6, 27, 21, 8, 2], [15, 0, 6, 19, 25, 8, 2]]",NA,NA,NA
15,03,4,1,Partial,Partial,"[[15, 26, 20, 9, 3]]",2,1,SGGG
15,04,6,1,Partial,Partial,"[[15, 0, 6, 19, 25, 12, 4]]",4,1,SSSGGG
15,05,2,1,Partial,Partial,"[[15, 11, 5]]",1,0,GG
15,06,2,1,Partial,Flat,"[[15, 0, 6]]",1,0,GG
15,07,6,3,Partial,Flat,"[[15, 11, 22, 28, 17, 1, 7], [15, 26, 20, 9, 17, 1, 7], [15, 26, 20, 9, 3, 16, 7]]",NA,NA,NA
15,08,5,2,Partial,Flat,"[[15, 0, 6, 27, 21, 8], [15, 0, 6, 19, 25, 8]]",NA,NA,NA
15,09,3,1,Partial,Flat,"[[15, 26, 20, 9]]",2,1,SGG
15,10,7,1,Partial,Flat,"[[15, 0, 6, 19, 25, 12, 4, 10]]",4,2,SSSGSGG
15,11,1,1,Partial,Flat,"[[15, 11]]",1,0,G
15,12,5,1,Partial,Partial,"[[15, 0, 6, 19, 25, 12]]",2,2,SGSGG
15,13,7,2,Partial,Partial,"[[15, 0, 6, 27, 21, 8, 2, 13], [15, 0, 6, 19, 25, 8, 2, 13]]",NA,NA,NA
15,14,3,2,Partial,Partial,"[[15, 11, 5, 14], [15, 0, 6, 14]]",NA,NA,NA
15,16,5,1,Partial,Partial,"[[15, 26, 20, 9, 3, 16]]",3,1,SSGGG
15,17,4,2,Partial,Partial,"[[15, 11, 22, 28, 17], [15, 26, 20, 9, 17]]",NA,NA,NA
15,18,7,3,Partial,Partial,"[[15, 11, 22, 28, 17, 1, 7, 18], [15, 26, 20, 9, 17, 1, 7, 18], [15, 26, 20, 9, 3, 16, 7, 18]]",NA,NA,NA
15,19,3,1,Partial,Partial,"[[15, 0, 6, 19]]",1,0,GGG
15,20,2,1,Partial,Partial,"[[15, 26, 20]]",1,0,GG
15,21,4,1,Partial,Partial,"[[15, 0, 6, 27, 21]]",2,1,SGGG
15,22,2,1,Partial,Partial,"[[15, 11, 22]]",1,0,GG
15,23,7,1,Partial,Partial,"[[15, 26, 20, 9, 3, 16, 29, 23]]",5,1,SSSSGGG
15,24,8,6,Partial,Partial,"[[15, 11, 22, 28, 17, 1, 7, 18, 24], [15, 26, 20, 9, 17, 1, 7, 18, 24], [15, 26, 20, 9, 3, 16, 7, 18, 24], [15, 0, 6, 27, 21, 8, 2, 13, 24], [15, 0, 6, 19, 25, 8, 2, 13, 24], [15, 0, 6, 19, 25, 12, 4, 10, 24]]",NA,NA,NA
15,25,4,1,Partial,Partial,"[[15, 0, 6, 19, 25]]",2,1,SGGG
15,26,1,1,Partial,Partial,"[[15, 26]]",1,0,G
15,27,3,1,Partial,Partial,"[[15, 0, 6, 27]]",2,1,SGG
15,28,3,1,Partial,Partial,"[[15, 11, 22, 28]]",2,1,SGG
15,29,6,1,Partial,Partial,"[[15, 26, 20, 9, 3, 16, 29]]",3,2,SSGSGG
15,30,3,1,Partial,Tower,"[[15, 11, 22, 30]]",2,1,SGG
15,31,2,1,Partial,Tower,"[[15, 26, 31]]",1,0,GG
15,32,7,1,Partial,Tower,"[[15, 26, 20, 9, 3, 16, 29, 32]]",5,1,SSSSGGG
15,33,8,3,Partial,Tower,"[[15, 11, 22, 28, 17, 1, 7, 18, 33], [15, 26, 20, 9, 17, 1, 7, 18, 33], [15, 26, 20, 9, 3, 16, 7, 18, 33]]",NA,NA,NA
15,34,4,1,Partial,Tower,"[[15, 0, 6, 27, 34]]",2,1,SGGG
15,35,4,1,Partial,Tower,"[[15, 0, 6, 19, 35]]",2,1,SGGG
16,00,6,1,Partial,Partial,"[[16, 3, 9, 20, 26, 15, 0]]",4,1,SSSGGG
16,01,2,1,Partial,Partial,"[[16, 7, 1]]",1,0,GG
16,02,5,2,Partial,Partial,"[[16, 7, 18, 24, 13, 2], [16, 29, 23, 10, 13, 2]]",NA,NA,NA
16,03,1,1,Partial,Partial,"[[16, 3]]",1,0,G
16,04,4,1,Partial,Partial,"[[16, 29, 23, 10, 4]]",2,1,SGGG
16,05,6,2,Partial,Partial,"[[16, 3, 9, 28, 22, 11, 5], [16, 3, 9, 20, 26, 11, 5]]",NA,NA,NA
16,06,7,1,Partial,Flat,"[[16, 3, 9, 20, 26, 15, 0, 6]]",4,2,SSSGSGG
16,07,1,1,Partial,Flat,"[[16, 7]]",1,0,G
16,08,6,3,Partial,Flat,"[[16, 7, 18, 24, 13, 2, 8], [16, 29, 23, 10, 13, 2, 8], [16, 29, 23, 10, 4, 12, 8]]",NA,NA,NA
16,09,2,1,Partial,Flat,"[[16, 3, 9]]",1,0,GG
16,10,3,1,Partial,Flat,"[[16, 29, 23, 10]]",2,1,SGG
16,11,5,2,Partial,Flat,"[[16, 3, 9, 28, 22, 11], [16, 3, 9, 20, 26, 11]]",NA,NA,NA
16,12,5,1,Partial,Partial,"[[16, 29, 23, 10, 4, 12]]",3,1,SSGGG
16,13,4,2,Partial,Partial,"[[16, 7, 18, 24, 13], [16, 29, 23, 10, 13]]",NA,NA,NA
16,14,7,2,Partial,Partial,"[[16, 3, 9, 28, 22, 11, 5, 14], [16, 3, 9, 20, 26, 11, 5, 14]]",NA,NA,NA
16,15,5,1,Partial,Partial,"[[16, 3, 9, 20, 26, 15]]",2,2,SGSGG
16,17,3,2,Partial,Partial,"[[16, 7, 1, 17], [16, 3, 9, 17]]",NA,NA,NA
16,18,2,1,Partial,Partial,"[[16, 7, 18]]",1,0,GG
16,19,7,1,Partial,Partial,"[[16, 29, 23, 10, 4, 12, 25, 19]]",5,1,SSSSGGG
16,20,3,1,Partial,Partial,"[[16, 3, 9, 20]]",1,0,GGG
16,21,7,3,Partial,Partial,"[[16, 7, 18, 24, 13, 2, 8, 21], [16, 29, 23, 10, 13, 2, 8, 21], [16, 29, 23, 10, 4, 12, 8, 21]]",NA,NA,NA
16,22,4,1,Partial,Partial,"[[16, 3, 9, 28, 22]]",2,1,SGGG
16,23,2,1,Partial,Partial,"[[16, 29, 23]]",1,0,GG
16,24,3,1,Partial,Partial,"[[16, 7, 18, 24]]",2,1,SGG
16,25,6,1,Partial,Partial,"[[16, 29, 23, 10, 4, 12, 25]]",3,2,SSGSGG
16,26,4,1,Partial,Partial,"[[16, 3, 9, 20, 26]]",2,1,SGGG
16,27,8,6,Partial,Partial,"[[16, 7, 18, 24, 13, 2, 8, 21, 27], [16, 29, 23, 10, 13, 2, 8, 21, 27], [16, 29, 23, 10, 4, 12, 8, 21, 27], [16, 3, 9, 28, 22, 11, 5, 14, 27], [16, 3, 9, 20, 26, 11, 5, 14, 27], [16, 3, 9, 20, 26, 15, 0, 6, 27]]",NA,NA,NA
16,28,3,1,Partial,Partial,"[[16, 3, 9, 28]]",2,1,SGG
16,29,1,1,Partial,Partial,"[[16, 29]]",1,0,G
16,30,4,1,Partial,Tower,"[[16, 3, 9, 28, 30]]",2,1,SGGG
16,31,4,1,Partial,Tower,"[[16, 3, 9, 20, 31]]",2,1,SGGG
16,32,2,1,Partial,Tower,"[[16, 29, 32]]",1,0,GG
16,33,3,1,Partial,Tower,"[[16, 7, 18, 33]]",2,1,SGG
16,34,8,3,Partial,Tower,"[[16, 7, 18, 24, 13, 2, 8, 21, 34], [16, 29, 23, 10, 13, 2, 8, 21, 34], [16, 29, 23, 10, 4, 12, 8, 21, 34]]",NA,NA,NA
16,35,7,1,Partial,Tower,"[[16, 29, 23, 10, 4, 12, 25, 35]]",5,1,SSSSGGG
17,00,5,2,Partial,Partial,"[[17, 9, 20, 26, 15, 0], [17, 28, 22, 11, 15, 0]]",NA,NA,NA
17,01,1,1,Partial,Partial,"[[17, 1]]",1,0,G
17,02,6,1,Partial,Partial,"[[17, 1, 7, 18, 24, 13, 2]]",4,1,SSSGGG
17,03,2,1,Partial,Partial,"[[17, 9, 3]]",1,0,GG
17,04,6,2,Partial,Partial,"[[17, 1, 7, 29, 23, 10, 4], [17, 1, 7, 18, 24, 10, 4]]",NA,NA,NA
17,05,4,1,Partial,Partial,"[[17, 28, 22, 11, 5]]",2,1,SGGG
17,06,6,3,Partial,Flat,"[[17, 9, 20, 26, 15, 0, 6], [17, 28, 22, 11, 15, 0, 6], [17, 28, 22, 11, 5, 14, 6]]",NA,NA,NA
17,07,2,1,Partial,Flat,"[[17, 1, 7]]",1,0,GG
17,08,7,1,Partial,Flat,"[[17, 1, 7, 18, 24, 13, 2, 8]]",4,2,SSSGSGG
17,09,1,1,Partial,Flat,"[[17, 9]]",1,0,G
17,10,5,2,Partial,Flat,"[[17, 1, 7, 29, 23, 10], [17, 1, 7, 18, 24, 10]]",NA,NA,NA
17,11,3,1,Partial,Flat,"[[17, 28, 22, 11]]",2,1,SGG
17,12,7,2,Partial,Partial,"[[17, 1, 7, 29, 23, 10, 4, 12], [17, 1, 7, 18, 24, 10, 4, 12]]",NA,NA,NA
17,13,5,1,Partial,Partial,"[[17, 1, 7, 18, 24, 13]]",2,2,SGSGG
17,14,5,1,Partial,Partial,"[[17, 28, 22, 11, 5, 14]]",3,1,SSGGG
17,15,4,2,Partial,Partial,"[[17, 9, 20, 26, 15], [17, 28, 22, 11, 15]]",NA,NA,NA
17,16,3,2,Partial,Partial,"[[17, 9, 3, 16], [17, 1, 7, 16]]",NA,NA,NA
17,18,3,1,Partial,Partial,"[[17, 1, 7, 18]]",1,0,GGG
17,19,7,3,Partial,Partial,"[[17, 9, 20, 26, 15, 0, 6, 19], [17, 28, 22, 11, 15, 0, 6, 19], [17, 28, 22, 11, 5, 14, 6, 19]]",NA,NA,NA
17,20,2,1,Partial,Partial,"[[17, 9, 20]]",1,0,GG
17,21,7,1,Partial,Partial,"[[17, 28, 22, 11, 5, 14, 27, 21]]",5,1,SSSSGGG
17,22,2,1,Partial,Partial,"[[17, 28, 22]]",1,0,GG
17,23,4,1,Partial,Partial,"[[17, 1, 7, 29, 23]]",2,1,SGGG
17,24,4,1,Partial,Partial,"[[17, 1, 7, 18, 24]]",2,1,SGGG
17,25,8,6,Partial,Partial,"[[17, 9, 20, 26, 15, 0, 6, 19, 25], [17, 28, 22, 11, 15, 0, 6, 19, 25], [17, 28, 22, 11, 5, 14, 6, 19, 25], [17, 1, 7, 29, 23, 10, 4, 12, 25], [17, 1, 7, 18, 24, 10, 4, 12, 25], [17, 1, 7, 18, 24, 13, 2, 8, 25]]",NA,NA,NA
17,26,3,1,Partial,Partial,"[[17, 9, 20, 26]]",2,1,SGG
17,27,6,1,Partial,Partial,"[[17, 28, 22, 11, 5, 14, 27]]",3,2,SSGSGG
17,28,1,1,Partial,Partial,"[[17, 28]]",1,0,G
17,29,3,1,Partial,Partial,"[[17, 1, 7, 29]]",2,1,SGG
17,30,2,1,Partial,Tower,"[[17, 28, 30]]",1,0,GG
17,31,3,1,Partial,Tower,"[[17, 9, 20, 31]]",2,1,SGG
17,32,4,1,Partial,Tower,"[[17, 1, 7, 29, 32]]",2,1,SGGG
17,33,4,1,Partial,Tower,"[[17, 1, 7, 18, 33]]",2,1,SGGG
17,34,7,1,Partial,Tower,"[[17, 28, 22, 11, 5, 14, 27, 34]]",5,1,SSSSGGG
17,35,8,3,Partial,Tower,"[[17, 9, 20, 26, 15, 0, 6, 19, 35], [17, 28, 22, 11, 15, 0, 6, 19, 35], [17, 28, 22, 11, 5, 14, 6, 19, 35]]",NA,NA,NA
18,00,8,6,Partial,Partial,"[[18, 24, 10, 4, 12, 25, 19, 6, 0], [18, 24, 13, 2, 8, 25, 19, 6, 0], [18, 24, 13, 2, 8, 21, 27, 6, 0], [18, 7, 16, 3, 9, 20, 26, 15, 0], [18, 7, 1, 17, 9, 20, 26, 15, 0], [18, 7, 1, 17, 28, 22, 11, 15, 0]]",NA,NA,NA
18,01,2,1,Partial,Partial,"[[18, 7, 1]]",1,0,GG
18,02,3,1,Partial,Partial,"[[18, 24, 13, 2]]",1,0,GGG
18,03,3,1,Partial,Partial,"[[18, 7, 16, 3]]",1,0,GGG
18,04,3,1,Partial,Partial,"[[18, 24, 10, 4]]",1,0,GGG
18,05,7,1,Partial,Partial,"[[18, 7, 1, 17, 28, 22, 11, 5]]",5,1,SSSSGGG
18,06,7,3,Partial,Flat,"[[18, 24, 10, 4, 12, 25, 19, 6], [18, 24, 13, 2, 8, 25, 19, 6], [18, 24, 13, 2, 8, 21, 27, 6]]",NA,NA,NA
18,07,1,1,Partial,Flat,"[[18, 7]]",1,0,G
18,08,4,1,Partial,Flat,"[[18, 24, 13, 2, 8]]",1,1,GSGG
18,09,4,2,Partial,Flat,"[[18, 7, 16, 3, 9], [18, 7, 1, 17, 9]]",NA,NA,NA
18,10,2,1,Partial,Flat,"[[18, 24, 10]]",1,0,GG
18,11,6,1,Partial,Flat,"[[18, 7, 1, 17, 28, 22, 11]]",3,2,SSGSGG
18,12,4,1,Partial,Partial,"[[18, 24, 10, 4, 12]]",1,1,GSGG
18,13,2,1,Partial,Partial,"[[18, 24, 13]]",1,0,GG
18,14,7,1,Partial,Partial,"[[18, 24, 13, 2, 8, 21, 27, 14]]",4,2,SSSGSGG
18,15,7,3,Partial,Partial,"[[18, 7, 16, 3, 9, 20, 26, 15], [18, 7, 1, 17, 9, 20, 26, 15], [18, 7, 1, 17, 28, 22, 11, 15]]",NA,NA,NA
18,16,2,1,Partial,Partial,"[[18, 7, 16]]",1,0,GG
18,17,3,1,Partial,Partial,"[[18, 7, 1, 17]]",1,0,GGG
18,19,6,2,Partial,Partial,"[[18, 24, 10, 4, 12, 25, 19], [18, 24, 13, 2, 8, 25, 19]]",NA,NA,NA
18,20,5,2,Partial,Partial,"[[18, 7, 16, 3, 9, 20], [18, 7, 1, 17, 9, 20]]",NA,NA,NA
18,21,5,1,Partial,Partial,"[[18, 24, 13, 2, 8, 21]]",3,1,SSGGG
18,22,5,1,Partial,Partial,"[[18, 7, 1, 17, 28, 22]]",3,1,SSGGG
18,23,3,2,Partial,Partial,"[[18, 24, 10, 23], [18, 7, 29, 23]]",NA,NA,NA
18,24,1,1,Partial,Partial,"[[18, 24]]",1,0,G
18,25,5,2,Partial,Partial,"[[18, 24, 10, 4, 12, 25], [18, 24, 13, 2, 8, 25]]",NA,NA,NA
18,26,6,2,Partial,Partial,"[[18, 7, 16, 3, 9, 20, 26], [18, 7, 1, 17, 9, 20, 26]]",NA,NA,NA
18,27,6,1,Partial,Partial,"[[18, 24, 13, 2, 8, 21, 27]]",4,1,SSSGGG
18,28,4,1,Partial,Partial,"[[18, 7, 1, 17, 28]]",1,1,GSGG
18,29,2,1,Partial,Partial,"[[18, 7, 29]]",1,0,GG
18,30,5,1,Partial,Tower,"[[18, 7, 1, 17, 28, 30]]",3,1,SSGGG
18,31,6,2,Partial,Tower,"[[18, 7, 16, 3, 9, 20, 31], [18, 7, 1, 17, 9, 20, 31]]",NA,NA,NA
18,32,3,1,Partial,Tower,"[[18, 7, 29, 32]]",2,1,SGG
18,33,1,1,Partial,Tower,"[[18, 33]]",1,0,G
18,34,6,1,Partial,Tower,"[[18, 24, 13, 2, 8, 21, 34]]",4,1,SSSGGG
18,35,6,2,Partial,Tower,"[[18, 24, 10, 4, 12, 25, 35], [18, 24, 13, 2, 8, 25, 35]]",NA,NA,NA
19,00,2,1,Partial,Partial,"[[19, 6, 0]]",1,0,GG
19,01,8,6,Partial,Partial,"[[19, 25, 8, 2, 13, 24, 18, 7, 1], [19, 25, 12, 4, 10, 24, 18, 7, 1], [19, 25, 12, 4, 10, 23, 29, 7, 1], [19, 6, 14, 5, 11, 22, 28, 17, 1], [19, 6, 0, 15, 11, 22, 28, 17, 1], [19, 6, 0, 15, 26, 20, 9, 17, 1]]",NA,NA,NA
19,02,3,1,Partial,Partial,"[[19, 25, 8, 2]]",1,0,GGG
19,03,7,1,Partial,Partial,"[[19, 6, 0, 15, 26, 20, 9, 3]]",5,1,SSSSGGG
19,04,3,1,Partial,Partial,"[[19, 25, 12, 4]]",1,0,GGG
19,05,3,1,Partial,Partial,"[[19, 6, 14, 5]]",1,0,GGG
19,06,1,1,Partial,Flat,"[[19, 6]]",1,0,G
19,07,7,3,Partial,Flat,"[[19, 25, 8, 2, 13, 24, 18, 7], [19, 25, 12, 4, 10, 24, 18, 7], [19, 25, 12, 4, 10, 23, 29, 7]]",NA,NA,NA
19,08,2,1,Partial,Flat,"[[19, 25, 8]]",1,0,GG
19,09,6,1,Partial,Flat,"[[19, 6, 0, 15, 26, 20, 9]]",3,2,SSGSGG
19,10,4,1,Partial,Flat,"[[19, 25, 12, 4, 10]]",1,1,GSGG
19,11,4,2,Partial,Flat,"[[19, 6, 14, 5, 11], [19, 6, 0, 15, 11]]",NA,NA,NA
19,12,2,1,Partial,Partial,"[[19, 25, 12]]",1,0,GG
19,13,4,1,Partial,Partial,"[[19, 25, 8, 2, 13]]",1,1,GSGG
19,14,2,1,Partial,Partial,"[[19, 6, 14]]",1,0,GG
19,15,3,1,Partial,Partial,"[[19, 6, 0, 15]]",1,0,GGG
19,16,7,1,Partial,Partial,"[[19, 25, 12, 4, 10, 23, 29, 16]]",4,2,SSSGSGG
19,17,7,3,Partial,Partial,"[[19, 6, 14, 5, 11, 22, 28, 17], [19, 6, 0, 15, 11, 22, 28, 17], [19, 6, 0, 15, 26, 20, 9, 17]]",NA,NA,NA
19,18,6,2,Partial,Partial,"[[19, 25, 8, 2, 13, 24, 18], [19, 25, 12, 4, 10, 24, 18]]",NA,NA,NA
19,20,5,1,Partial,Partial,"[[19, 6, 0, 15, 26, 20]]",3,1,SSGGG
19,21,3,2,Partial,Partial,"[[19, 25, 8, 21], [19, 6, 27, 21]]",NA,NA,NA
19,22,5,2,Partial,Partial,"[[19, 6, 14, 5, 11, 22], [19, 6, 0, 15, 11, 22]]",NA,NA,NA
19,23,5,1,Partial,Partial,"[[19, 25, 12, 4, 10, 23]]",3,1,SSGGG
19,24,5,2,Partial,Partial,"[[19, 25, 8, 2, 13, 24], [19, 25, 12, 4, 10, 24]]",NA,NA,NA
19,25,1,1,Partial,Partial,"[[19, 25]]",1,0,G
19,26,4,1,Partial,Partial,"[[19, 6, 0, 15, 26]]",1,1,GSGG
19,27,2,1,Partial,Partial,"[[19, 6, 27]]",1,0,GG
19,28,6,2,Partial,Partial,"[[19, 6, 14, 5, 11, 22, 28], [19, 6, 0, 15, 11, 22, 28]]",NA,NA,NA
19,29,6,1,Partial,Partial,"[[19, 25, 12, 4, 10, 23, 29]]",4,1,SSSGGG
19,30,6,2,Partial,Tower,"[[19, 6, 14, 5, 11, 22, 30], [19, 6, 0, 15, 11, 22, 30]]",NA,NA,NA
19,31,5,1,Partial,Tower,"[[19, 6, 0, 15, 26, 31]]",3,1,SSGGG
19,32,6,1,Partial,Tower,"[[19, 25, 12, 4, 10, 23, 32]]",4,1,SSSGGG
19,33,6,2,Partial,Tower,"[[19, 25, 8, 2, 13, 24, 33], [19, 25, 12, 4, 10, 24, 33]]",NA,NA,NA
19,34,3,1,Partial,Tower,"[[19, 6, 27, 34]]",2,1,SGG
19,35,1,1,Partial,Tower,"[[19, 35]]",1,0,G
20,00,3,1,Partial,Partial,"[[20, 26, 15, 0]]",1,0,GGG
20,01,3,1,Partial,Partial,"[[20, 9, 17, 1]]",1,0,GGG
20,02,8,6,Partial,Partial,"[[20, 26, 11, 5, 14, 27, 21, 8, 2], [20, 26, 15, 0, 6, 27, 21, 8, 2], [20, 26, 15, 0, 6, 19, 25, 8, 2], [20, 9, 17, 1, 7, 18, 24, 13, 2], [20, 9, 3, 16, 7, 18, 24, 13, 2], [20, 9, 3, 16, 29, 23, 10, 13, 2]]",NA,NA,NA
20,03,2,1,Partial,Partial,"[[20, 9, 3]]",1,0,GG
20,04,7,1,Partial,Partial,"[[20, 9, 3, 16, 29, 23, 10, 4]]",5,1,SSSSGGG
20,05,3,1,Partial,Partial,"[[20, 26, 11, 5]]",1,0,GGG
20,06,4,1,Partial,Flat,"[[20, 26, 15, 0, 6]]",1,1,GSGG
20,07,4,2,Partial,Flat,"[[20, 9, 17, 1, 7], [20, 9, 3, 16, 7]]",NA,NA,NA
20,08,7,3,Partial,Flat,"[[20, 26, 11, 5, 14, 27, 21, 8], [20, 26, 15, 0, 6, 27, 21, 8], [20, 26, 15, 0, 6, 19, 25, 8]]",NA,NA,NA
20,09,1,1,Partial,Flat,"[[20, 9]]",1,0,G
20,10,6,1,Partial,Flat,"[[20, 9, 3, 16, 29, 23, 10]]",3,2,SSGSGG
20,11,2,1,Partial,Flat,"[[20, 26, 11]]",1,0,GG
20,12,7,1,Partial,Partial,"[[20, 26, 15, 0, 6, 19, 25, 12]]",4,2,SSSGSGG
20,13,7,3,Partial,Partial,"[[20, 9, 17, 1, 7, 18, 24, 13], [20, 9, 3, 16, 7, 18, 24, 13], [20, 9, 3, 16, 29, 23, 10, 13]]",NA,NA,NA
20,14,4,1,Partial,Partial,"[[20, 26, 11, 5, 14]]",1,1,GSGG
20,15,2,1,Partial,Partial,"[[20, 26, 15]]",1,0,GG
20,16,3,1,Partial,Partial,"[[20, 9, 3, 16]]",1,0,GGG
20,17,2,1,Partial,Partial,"[[20, 9, 17]]",1,0,GG
20,18,5,2,Partial,Partial,"[[20, 9, 17, 1, 7, 18], [20, 9, 3, 16, 7, 18]]",NA,NA,NA
20,19,5,1,Partial,Partial,"[[20, 26, 15, 0, 6, 19]]",3,1,SSGGG
20,21,6,2,Partial,Partial,"[[20, 26, 11, 5, 14, 27, 21], [20, 26, 15, 0, 6, 27, 21]]",NA,NA,NA
20,22,3,2,Partial,Partial,"[[20, 26, 11, 22], [20, 9, 28, 22]]",NA,NA,NA
20,23,5,1,Partial,Partial,"[[20, 9, 3, 16, 29, 23]]",3,1,SSGGG
20,24,6,2,Partial,Partial,"[[20, 9, 17, 1, 7, 18, 24], [20, 9, 3, 16, 7, 18, 24]]",NA,NA,NA
20,25,6,1,Partial,Partial,"[[20, 26, 15, 0, 6, 19, 25]]",4,1,SSSGGG
20,26,1,1,Partial,Partial,"[[20, 26]]",1,0,G
20,27,5,2,Partial,Partial,"[[20, 26, 11, 5, 14, 27], [20, 26, 15, 0, 6, 27]]",NA,NA,NA
20,28,2,1,Partial,Partial,"[[20, 9, 28]]",1,0,GG
20,29,4,1,Partial,Partial,"[[20, 9, 3, 16, 29]]",1,1,GSGG
