Source,Target,Distance,num_paths,initial_config,final_config,path,search_depth,chunks,vals_str
06,33,7,3,Flat,Tower,"[[6, 27, 21, 8, 2, 13, 24, 33], [6, 19, 25, 8, 2, 13, 24, 33], [6, 19, 25, 12, 4, 10, 24, 33]]",NA,NA,NA
06,34,2,1,Flat,Tower,"[[6, 27, 34]]",1,0,GG
06,35,2,1,Flat,Tower,"[[6, 19, 35]]",1,0,GG
07,00,7,3,Flat,Partial,"[[7, 16, 3, 9, 20, 26, 15, 0], [7, 1, 17, 9, 20, 26, 15, 0], [7, 1, 17, 28, 22, 11, 15, 0]]",NA,NA,NA
07,01,1,1,Flat,Partial,"[[7, 1]]",1,0,G
07,02,4,1,Flat,Partial,"[[7, 18, 24, 13, 2]]",2,1,SGGG
07,03,2,1,Flat,Partial,"[[7, 16, 3]]",1,0,GG
07,04,4,2,Flat,Partial,"[[7, 29, 23, 10, 4], [7, 18, 24, 10, 4]]",NA,NA,NA
07,05,6,1,Flat,Partial,"[[7, 1, 17, 28, 22, 11, 5]]",4,1,SSSGGG
07,06,8,8,Flat,Flat,"[[7, 16, 3, 9, 20, 26, 15, 0, 6], [7, 29, 23, 10, 4, 12, 25, 19, 6], [7, 18, 24, 10, 4, 12, 25, 19, 6], [7, 18, 24, 13, 2, 8, 25, 19, 6], [7, 18, 24, 13, 2, 8, 21, 27, 6], [7, 1, 17, 9, 20, 26, 15, 0, 6], [7, 1, 17, 28, 22, 11, 15, 0, 6], [7, 1, 17, 28, 22, 11, 5, 14, 6]]",NA,NA,NA
07,08,5,1,Flat,Flat,"[[7, 18, 24, 13, 2, 8]]",2,2,SGSGG
07,09,3,2,Flat,Flat,"[[7, 16, 3, 9], [7, 1, 17, 9]]",NA,NA,NA
07,10,3,2,Flat,Flat,"[[7, 29, 23, 10], [7, 18, 24, 10]]",NA,NA,NA
07,11,5,1,Flat,Flat,"[[7, 1, 17, 28, 22, 11]]",2,2,SGSGG
07,12,5,2,Flat,Partial,"[[7, 29, 23, 10, 4, 12], [7, 18, 24, 10, 4, 12]]",NA,NA,NA
07,13,3,1,Flat,Partial,"[[7, 18, 24, 13]]",2,1,SGG
07,14,7,1,Flat,Partial,"[[7, 1, 17, 28, 22, 11, 5, 14]]",5,1,SSSSGGG
07,15,6,3,Flat,Partial,"[[7, 16, 3, 9, 20, 26, 15], [7, 1, 17, 9, 20, 26, 15], [7, 1, 17, 28, 22, 11, 15]]",NA,NA,NA
07,16,1,1,Flat,Partial,"[[7, 16]]",1,0,G
07,17,2,1,Flat,Partial,"[[7, 1, 17]]",1,0,GG
07,18,1,1,Flat,Partial,"[[7, 18]]",1,0,G
07,19,7,3,Flat,Partial,"[[7, 29, 23, 10, 4, 12, 25, 19], [7, 18, 24, 10, 4, 12, 25, 19], [7, 18, 24, 13, 2, 8, 25, 19]]",NA,NA,NA
07,20,4,2,Flat,Partial,"[[7, 16, 3, 9, 20], [7, 1, 17, 9, 20]]",NA,NA,NA
07,21,6,1,Flat,Partial,"[[7, 18, 24, 13, 2, 8, 21]]",4,1,SSSGGG
07,22,4,1,Flat,Partial,"[[7, 1, 17, 28, 22]]",2,1,SGGG
07,23,2,1,Flat,Partial,"[[7, 29, 23]]",1,0,GG
07,24,2,1,Flat,Partial,"[[7, 18, 24]]",1,0,GG
07,25,6,3,Flat,Partial,"[[7, 29, 23, 10, 4, 12, 25], [7, 18, 24, 10, 4, 12, 25], [7, 18, 24, 13, 2, 8, 25]]",NA,NA,NA
07,26,5,2,Flat,Partial,"[[7, 16, 3, 9, 20, 26], [7, 1, 17, 9, 20, 26]]",NA,NA,NA
07,27,7,1,Flat,Partial,"[[7, 18, 24, 13, 2, 8, 21, 27]]",5,1,SSSSGGG
07,28,3,1,Flat,Partial,"[[7, 1, 17, 28]]",2,1,SGG
07,29,1,1,Flat,Partial,"[[7, 29]]",1,0,G
07,30,4,1,Flat,Tower,"[[7, 1, 17, 28, 30]]",2,1,SGGG
07,31,5,2,Flat,Tower,"[[7, 16, 3, 9, 20, 31], [7, 1, 17, 9, 20, 31]]",NA,NA,NA
07,32,2,1,Flat,Tower,"[[7, 29, 32]]",1,0,GG
07,33,2,1,Flat,Tower,"[[7, 18, 33]]",1,0,GG
07,34,7,1,Flat,Tower,"[[7, 18, 24, 13, 2, 8, 21, 34]]",5,1,SSSSGGG
07,35,7,3,Flat,Tower,"[[7, 29, 23, 10, 4, 12, 25, 35], [7, 18, 24, 10, 4, 12, 25, 35], [7, 18, 24, 13, 2, 8, 25, 35]]",NA,NA,NA
08,00,4,2,Flat,Partial,"[[8, 25, 19, 6, 0], [8, 21, 27, 6, 0]]",NA,NA,NA
08,01,6,1,Flat,Partial,"[[8, 2, 13, 24, 18, 7, 1]]",4,1,SSSGGG
08,02,1,1,Flat,Partial,"[[8, 2]]",1,0,G
08,03,7,3,Flat,Partial,"[[8, 12, 4, 10, 23, 29, 16, 3], [8, 2, 13, 10, 23, 29, 16, 3], [8, 2, 13, 24, 18, 7, 16, 3]]",NA,NA,NA
08,04,2,1,Flat,Partial,"[[8, 12, 4]]",1,0,GG
08,05,4,1,Flat,Partial,"[[8, 21, 27, 14, 5]]",2,1,SGGG
08,06,3,2,Flat,Flat,"[[8, 25, 19, 6], [8, 21, 27, 6]]",NA,NA,NA
08,07,5,1,Flat,Flat,"[[8, 2, 13, 24, 18, 7]]",2,2,SGSGG
08,09,8,8,Flat,Flat,"[[8, 12, 4, 10, 23, 29, 16, 3, 9], [8, 25, 19, 6, 0, 15, 26, 20, 9], [8, 21, 27, 6, 0, 15, 26, 20, 9], [8, 21, 27, 14, 5, 11, 26, 20, 9], [8, 21, 27, 14, 5, 11, 22, 28, 9], [8, 2, 13, 10, 23, 29, 16, 3, 9], [8, 2, 13, 24, 18, 7, 16, 3, 9], [8, 2, 13, 24, 18, 7, 1, 17, 9]]",NA,NA,NA
08,10,3,2,Flat,Flat,"[[8, 12, 4, 10], [8, 2, 13, 10]]",NA,NA,NA
08,11,5,1,Flat,Flat,"[[8, 21, 27, 14, 5, 11]]",2,2,SGSGG
08,12,1,1,Flat,Partial,"[[8, 12]]",1,0,G
08,13,2,1,Flat,Partial,"[[8, 2, 13]]",1,0,GG
08,14,3,1,Flat,Partial,"[[8, 21, 27, 14]]",2,1,SGG
08,15,5,2,Flat,Partial,"[[8, 25, 19, 6, 0, 15], [8, 21, 27, 6, 0, 15]]",NA,NA,NA
08,16,6,3,Flat,Partial,"[[8, 12, 4, 10, 23, 29, 16], [8, 2, 13, 10, 23, 29, 16], [8, 2, 13, 24, 18, 7, 16]]",NA,NA,NA
08,17,7,1,Flat,Partial,"[[8, 2, 13, 24, 18, 7, 1, 17]]",5,1,SSSSGGG
08,18,4,1,Flat,Partial,"[[8, 2, 13, 24, 18]]",2,1,SGGG
08,19,2,1,Flat,Partial,"[[8, 25, 19]]",1,0,GG
08,20,7,3,Flat,Partial,"[[8, 25, 19, 6, 0, 15, 26, 20], [8, 21, 27, 6, 0, 15, 26, 20], [8, 21, 27, 14, 5, 11, 26, 20]]",NA,NA,NA
08,21,1,1,Flat,Partial,"[[8, 21]]",1,0,G
08,22,6,1,Flat,Partial,"[[8, 21, 27, 14, 5, 11, 22]]",4,1,SSSGGG
08,23,4,2,Flat,Partial,"[[8, 12, 4, 10, 23], [8, 2, 13, 10, 23]]",NA,NA,NA
08,24,3,1,Flat,Partial,"[[8, 2, 13, 24]]",2,1,SGG
08,25,1,1,Flat,Partial,"[[8, 25]]",1,0,G
08,26,6,3,Flat,Partial,"[[8, 25, 19, 6, 0, 15, 26], [8, 21, 27, 6, 0, 15, 26], [8, 21, 27, 14, 5, 11, 26]]",NA,NA,NA
08,27,2,1,Flat,Partial,"[[8, 21, 27]]",1,0,GG
08,28,7,1,Flat,Partial,"[[8, 21, 27, 14, 5, 11, 22, 28]]",5,1,SSSSGGG
08,29,5,2,Flat,Partial,"[[8, 12, 4, 10, 23, 29], [8, 2, 13, 10, 23, 29]]",NA,NA,NA
08,30,7,1,Flat,Tower,"[[8, 21, 27, 14, 5, 11, 22, 30]]",5,1,SSSSGGG
08,31,7,3,Flat,Tower,"[[8, 25, 19, 6, 0, 15, 26, 31], [8, 21, 27, 6, 0, 15, 26, 31], [8, 21, 27, 14, 5, 11, 26, 31]]",NA,NA,NA
08,32,5,2,Flat,Tower,"[[8, 12, 4, 10, 23, 32], [8, 2, 13, 10, 23, 32]]",NA,NA,NA
08,33,4,1,Flat,Tower,"[[8, 2, 13, 24, 33]]",2,1,SGGG
08,34,2,1,Flat,Tower,"[[8, 21, 34]]",1,0,GG
08,35,2,1,Flat,Tower,"[[8, 25, 35]]",1,0,GG
09,00,4,1,Flat,Partial,"[[9, 20, 26, 15, 0]]",2,1,SGGG
09,01,2,1,Flat,Partial,"[[9, 17, 1]]",1,0,GG
09,02,7,3,Flat,Partial,"[[9, 17, 1, 7, 18, 24, 13, 2], [9, 3, 16, 7, 18, 24, 13, 2], [9, 3, 16, 29, 23, 10, 13, 2]]",NA,NA,NA
09,03,1,1,Flat,Partial,"[[9, 3]]",1,0,G
09,04,6,1,Flat,Partial,"[[9, 3, 16, 29, 23, 10, 4]]",4,1,SSSGGG
09,05,4,2,Flat,Partial,"[[9, 28, 22, 11, 5], [9, 20, 26, 11, 5]]",NA,NA,NA
09,06,5,1,Flat,Flat,"[[9, 20, 26, 15, 0, 6]]",2,2,SGSGG
09,07,3,2,Flat,Flat,"[[9, 17, 1, 7], [9, 3, 16, 7]]",NA,NA,NA
09,08,8,8,Flat,Flat,"[[9, 17, 1, 7, 18, 24, 13, 2, 8], [9, 28, 22, 11, 5, 14, 27, 21, 8], [9, 20, 26, 11, 5, 14, 27, 21, 8], [9, 20, 26, 15, 0, 6, 27, 21, 8], [9, 20, 26, 15, 0, 6, 19, 25, 8], [9, 3, 16, 7, 18, 24, 13, 2, 8], [9, 3, 16, 29, 23, 10, 13, 2, 8], [9, 3, 16, 29, 23, 10, 4, 12, 8]]",NA,NA,NA
09,10,5,1,Flat,Flat,"[[9, 3, 16, 29, 23, 10]]",2,2,SGSGG
09,11,3,2,Flat,Flat,"[[9, 28, 22, 11], [9, 20, 26, 11]]",NA,NA,NA
09,12,7,1,Flat,Partial,"[[9, 3, 16, 29, 23, 10, 4, 12]]",5,1,SSSSGGG
09,13,6,3,Flat,Partial,"[[9, 17, 1, 7, 18, 24, 13], [9, 3, 16, 7, 18, 24, 13], [9, 3, 16, 29, 23, 10, 13]]",NA,NA,NA
09,14,5,2,Flat,Partial,"[[9, 28, 22, 11, 5, 14], [9, 20, 26, 11, 5, 14]]",NA,NA,NA
09,15,3,1,Flat,Partial,"[[9, 20, 26, 15]]",2,1,SGG
09,16,2,1,Flat,Partial,"[[9, 3, 16]]",1,0,GG
09,17,1,1,Flat,Partial,"[[9, 17]]",1,0,G
09,18,4,2,Flat,Partial,"[[9, 17, 1, 7, 18], [9, 3, 16, 7, 18]]",NA,NA,NA
09,19,6,1,Flat,Partial,"[[9, 20, 26, 15, 0, 6, 19]]",4,1,SSSGGG
09,20,1,1,Flat,Partial,"[[9, 20]]",1,0,G
09,21,7,3,Flat,Partial,"[[9, 28, 22, 11, 5, 14, 27, 21], [9, 20, 26, 11, 5, 14, 27, 21], [9, 20, 26, 15, 0, 6, 27, 21]]",NA,NA,NA
09,22,2,1,Flat,Partial,"[[9, 28, 22]]",1,0,GG
09,23,4,1,Flat,Partial,"[[9, 3, 16, 29, 23]]",2,1,SGGG
09,24,5,2,Flat,Partial,"[[9, 17, 1, 7, 18, 24], [9, 3, 16, 7, 18, 24]]",NA,NA,NA
09,25,7,1,Flat,Partial,"[[9, 20, 26, 15, 0, 6, 19, 25]]",5,1,SSSSGGG
09,26,2,1,Flat,Partial,"[[9, 20, 26]]",1,0,GG
09,27,6,3,Flat,Partial,"[[9, 28, 22, 11, 5, 14, 27], [9, 20, 26, 11, 5, 14, 27], [9, 20, 26, 15, 0, 6, 27]]",NA,NA,NA
09,28,1,1,Flat,Partial,"[[9, 28]]",1,0,G
09,29,3,1,Flat,Partial,"[[9, 3, 16, 29]]",2,1,SGG
09,30,2,1,Flat,Tower,"[[9, 28, 30]]",1,0,GG
09,31,2,1,Flat,Tower,"[[9, 20, 31]]",1,0,GG
09,32,4,1,Flat,Tower,"[[9, 3, 16, 29, 32]]",2,1,SGGG
09,33,5,2,Flat,Tower,"[[9, 17, 1, 7, 18, 33], [9, 3, 16, 7, 18, 33]]",NA,NA,NA
09,34,7,3,Flat,Tower,"[[9, 28, 22, 11, 5, 14, 27, 34], [9, 20, 26, 11, 5, 14, 27, 34], [9, 20, 26, 15, 0, 6, 27, 34]]",NA,NA,NA
09,35,7,1,Flat,Tower,"[[9, 20, 26, 15, 0, 6, 19, 35]]",5,1,SSSSGGG
10,00,6,1,Flat,Partial,"[[10, 4, 12, 25, 19, 6, 0]]",4,1,SSSGGG
10,01,4,2,Flat,Partial,"[[10, 24, 18, 7, 1], [10, 23, 29, 7, 1]]",NA,NA,NA
10,02,2,1,Flat,Partial,"[[10, 13, 2]]",1,0,GG
10,03,4,1,Flat,Partial,"[[10, 23, 29, 16, 3]]",2,1,SGGG
10,04,1,1,Flat,Partial,"[[10, 4]]",1,0,G
10,05,7,3,Flat,Partial,"[[10, 13, 2, 8, 21, 27, 14, 5], [10, 4, 12, 8, 21, 27, 14, 5], [10, 4, 12, 25, 19, 6, 14, 5]]",NA,NA,NA
10,06,5,1,Flat,Flat,"[[10, 4, 12, 25, 19, 6]]",2,2,SGSGG
10,07,3,2,Flat,Flat,"[[10, 24, 18, 7], [10, 23, 29, 7]]",NA,NA,NA
10,08,3,2,Flat,Flat,"[[10, 13, 2, 8], [10, 4, 12, 8]]",NA,NA,NA
10,09,5,1,Flat,Flat,"[[10, 23, 29, 16, 3, 9]]",2,2,SGSGG
10,11,8,8,Flat,Flat,"[[10, 13, 2, 8, 21, 27, 14, 5, 11], [10, 24, 18, 7, 1, 17, 28, 22, 11], [10, 23, 29, 7, 1, 17, 28, 22, 11], [10, 23, 29, 16, 3, 9, 28, 22, 11], [10, 23, 29, 16, 3, 9, 20, 26, 11], [10, 4, 12, 8, 21, 27, 14, 5, 11], [10, 4, 12, 25, 19, 6, 14, 5, 11], [10, 4, 12, 25, 19, 6, 0, 15, 11]]",NA,NA,NA
10,12,2,1,Flat,Partial,"[[10, 4, 12]]",1,0,GG
10,13,1,1,Flat,Partial,"[[10, 13]]",1,0,G
10,14,6,3,Flat,Partial,"[[10, 13, 2, 8, 21, 27, 14], [10, 4, 12, 8, 21, 27, 14], [10, 4, 12, 25, 19, 6, 14]]",NA,NA,NA
10,15,7,1,Flat,Partial,"[[10, 4, 12, 25, 19, 6, 0, 15]]",5,1,SSSSGGG
10,16,3,1,Flat,Partial,"[[10, 23, 29, 16]]",2,1,SGG
10,17,5,2,Flat,Partial,"[[10, 24, 18, 7, 1, 17], [10, 23, 29, 7, 1, 17]]",NA,NA,NA
10,18,2,1,Flat,Partial,"[[10, 24, 18]]",1,0,GG
10,19,4,1,Flat,Partial,"[[10, 4, 12, 25, 19]]",2,1,SGGG
10,20,6,1,Flat,Partial,"[[10, 23, 29, 16, 3, 9, 20]]",4,1,SSSGGG
10,21,4,2,Flat,Partial,"[[10, 13, 2, 8, 21], [10, 4, 12, 8, 21]]",NA,NA,NA
10,22,7,3,Flat,Partial,"[[10, 24, 18, 7, 1, 17, 28, 22], [10, 23, 29, 7, 1, 17, 28, 22], [10, 23, 29, 16, 3, 9, 28, 22]]",NA,NA,NA
10,23,1,1,Flat,Partial,"[[10, 23]]",1,0,G
10,24,1,1,Flat,Partial,"[[10, 24]]",1,0,G
10,25,3,1,Flat,Partial,"[[10, 4, 12, 25]]",2,1,SGG
10,26,7,1,Flat,Partial,"[[10, 23, 29, 16, 3, 9, 20, 26]]",5,1,SSSSGGG
10,27,5,2,Flat,Partial,"[[10, 13, 2, 8, 21, 27], [10, 4, 12, 8, 21, 27]]",NA,NA,NA
10,28,6,3,Flat,Partial,"[[10, 24, 18, 7, 1, 17, 28], [10, 23, 29, 7, 1, 17, 28], [10, 23, 29, 16, 3, 9, 28]]",NA,NA,NA
10,29,2,1,Flat,Partial,"[[10, 23, 29]]",1,0,GG
10,30,7,3,Flat,Tower,"[[10, 24, 18, 7, 1, 17, 28, 30], [10, 23, 29, 7, 1, 17, 28, 30], [10, 23, 29, 16, 3, 9, 28, 30]]",NA,NA,NA
10,31,7,1,Flat,Tower,"[[10, 23, 29, 16, 3, 9, 20, 31]]",5,1,SSSSGGG
10,32,2,1,Flat,Tower,"[[10, 23, 32]]",1,0,GG
10,33,2,1,Flat,Tower,"[[10, 24, 33]]",1,0,GG
10,34,5,2,Flat,Tower,"[[10, 13, 2, 8, 21, 34], [10, 4, 12, 8, 21, 34]]",NA,NA,NA
10,35,4,1,Flat,Tower,"[[10, 4, 12, 25, 35]]",2,1,SGGG
11,00,2,1,Flat,Partial,"[[11, 15, 0]]",1,0,GG
11,01,4,1,Flat,Partial,"[[11, 22, 28, 17, 1]]",2,1,SGGG
11,02,6,1,Flat,Partial,"[[11, 5, 14, 27, 21, 8, 2]]",4,1,SSSGGG
11,03,4,2,Flat,Partial,"[[11, 26, 20, 9, 3], [11, 22, 28, 9, 3]]",NA,NA,NA
11,04,7,3,Flat,Partial,"[[11, 15, 0, 6, 19, 25, 12, 4], [11, 5, 14, 6, 19, 25, 12, 4], [11, 5, 14, 27, 21, 8, 12, 4]]",NA,NA,NA
11,05,1,1,Flat,Partial,"[[11, 5]]",1,0,G
11,06,3,2,Flat,Flat,"[[11, 15, 0, 6], [11, 5, 14, 6]]",NA,NA,NA
11,07,5,1,Flat,Flat,"[[11, 22, 28, 17, 1, 7]]",2,2,SGSGG
11,08,5,1,Flat,Flat,"[[11, 5, 14, 27, 21, 8]]",2,2,SGSGG
11,09,3,2,Flat,Flat,"[[11, 26, 20, 9], [11, 22, 28, 9]]",NA,NA,NA
11,10,8,8,Flat,Flat,"[[11, 15, 0, 6, 19, 25, 12, 4, 10], [11, 26, 20, 9, 3, 16, 29, 23, 10], [11, 22, 28, 9, 3, 16, 29, 23, 10], [11, 22, 28, 17, 1, 7, 29, 23, 10], [11, 22, 28, 17, 1, 7, 18, 24, 10], [11, 5, 14, 6, 19, 25, 12, 4, 10], [11, 5, 14, 27, 21, 8, 12, 4, 10], [11, 5, 14, 27, 21, 8, 2, 13, 10]]",NA,NA,NA
11,12,6,3,Flat,Partial,"[[11, 15, 0, 6, 19, 25, 12], [11, 5, 14, 6, 19, 25, 12], [11, 5, 14, 27, 21, 8, 12]]",NA,NA,NA
11,13,7,1,Flat,Partial,"[[11, 5, 14, 27, 21, 8, 2, 13]]",5,1,SSSSGGG
11,14,2,1,Flat,Partial,"[[11, 5, 14]]",1,0,GG
11,15,1,1,Flat,Partial,"[[11, 15]]",1,0,G
11,16,5,2,Flat,Partial,"[[11, 26, 20, 9, 3, 16], [11, 22, 28, 9, 3, 16]]",NA,NA,NA
11,17,3,1,Flat,Partial,"[[11, 22, 28, 17]]",2,1,SGG
11,18,6,1,Flat,Partial,"[[11, 22, 28, 17, 1, 7, 18]]",4,1,SSSGGG
11,19,4,2,Flat,Partial,"[[11, 15, 0, 6, 19], [11, 5, 14, 6, 19]]",NA,NA,NA
11,20,2,1,Flat,Partial,"[[11, 26, 20]]",1,0,GG
11,21,4,1,Flat,Partial,"[[11, 5, 14, 27, 21]]",2,1,SGGG
11,22,1,1,Flat,Partial,"[[11, 22]]",1,0,G
11,23,7,3,Flat,Partial,"[[11, 26, 20, 9, 3, 16, 29, 23], [11, 22, 28, 9, 3, 16, 29, 23], [11, 22, 28, 17, 1, 7, 29, 23]]",NA,NA,NA
11,24,7,1,Flat,Partial,"[[11, 22, 28, 17, 1, 7, 18, 24]]",5,1,SSSSGGG
11,25,5,2,Flat,Partial,"[[11, 15, 0, 6, 19, 25], [11, 5, 14, 6, 19, 25]]",NA,NA,NA
11,26,1,1,Flat,Partial,"[[11, 26]]",1,0,G
11,27,3,1,Flat,Partial,"[[11, 5, 14, 27]]",2,1,SGG
11,28,2,1,Flat,Partial,"[[11, 22, 28]]",1,0,GG
11,29,6,3,Flat,Partial,"[[11, 26, 20, 9, 3, 16, 29], [11, 22, 28, 9, 3, 16, 29], [11, 22, 28, 17, 1, 7, 29]]",NA,NA,NA
11,30,2,1,Flat,Tower,"[[11, 22, 30]]",1,0,GG
11,31,2,1,Flat,Tower,"[[11, 26, 31]]",1,0,GG
11,32,7,3,Flat,Tower,"[[11, 26, 20, 9, 3, 16, 29, 32], [11, 22, 28, 9, 3, 16, 29, 32], [11, 22, 28, 17, 1, 7, 29, 32]]",NA,NA,NA
11,33,7,1,Flat,Tower,"[[11, 22, 28, 17, 1, 7, 18, 33]]",5,1,SSSSGGG
11,34,4,1,Flat,Tower,"[[11, 5, 14, 27, 34]]",2,1,SGGG
11,35,5,2,Flat,Tower,"[[11, 15, 0, 6, 19, 35], [11, 5, 14, 6, 19, 35]]",NA,NA,NA
12,00,4,1,Partial,Partial,"[[12, 25, 19, 6, 0]]",2,1,SGGG
12,01,6,2,Partial,Partial,"[[12, 4, 10, 24, 18, 7, 1], [12, 4, 10, 23, 29, 7, 1]]",NA,NA,NA
12,02,2,1,Partial,Partial,"[[12, 8, 2]]",1,0,GG
12,03,6,1,Partial,Partial,"[[12, 4, 10, 23, 29, 16, 3]]",4,1,SSSGGG
12,04,1,1,Partial,Partial,"[[12, 4]]",1,0,G
12,05,5,2,Partial,Partial,"[[12, 8, 21, 27, 14, 5], [12, 25, 19, 6, 14, 5]]",NA,NA,NA
12,06,3,1,Partial,Flat,"[[12, 25, 19, 6]]",2,1,SGG
12,07,5,2,Partial,Flat,"[[12, 4, 10, 24, 18, 7], [12, 4, 10, 23, 29, 7]]",NA,NA,NA
12,08,1,1,Partial,Flat,"[[12, 8]]",1,0,G
12,09,7,1,Partial,Flat,"[[12, 4, 10, 23, 29, 16, 3, 9]]",4,2,SSSGSGG
12,10,2,1,Partial,Flat,"[[12, 4, 10]]",1,0,GG
12,11,6,3,Partial,Flat,"[[12, 8, 21, 27, 14, 5, 11], [12, 25, 19, 6, 14, 5, 11], [12, 25, 19, 6, 0, 15, 11]]",NA,NA,NA
12,13,3,2,Partial,Partial,"[[12, 8, 2, 13], [12, 4, 10, 13]]",NA,NA,NA
12,14,4,2,Partial,Partial,"[[12, 8, 21, 27, 14], [12, 25, 19, 6, 14]]",NA,NA,NA
12,15,5,1,Partial,Partial,"[[12, 25, 19, 6, 0, 15]]",3,1,SSGGG
12,16,5,1,Partial,Partial,"[[12, 4, 10, 23, 29, 16]]",2,2,SGSGG
12,17,7,2,Partial,Partial,"[[12, 4, 10, 24, 18, 7, 1, 17], [12, 4, 10, 23, 29, 7, 1, 17]]",NA,NA,NA
12,18,4,1,Partial,Partial,"[[12, 4, 10, 24, 18]]",2,1,SGGG
12,19,2,1,Partial,Partial,"[[12, 25, 19]]",1,0,GG
12,20,7,1,Partial,Partial,"[[12, 25, 19, 6, 0, 15, 26, 20]]",5,1,SSSSGGG
12,21,2,1,Partial,Partial,"[[12, 8, 21]]",1,0,GG
12,22,7,3,Partial,Partial,"[[12, 8, 21, 27, 14, 5, 11, 22], [12, 25, 19, 6, 14, 5, 11, 22], [12, 25, 19, 6, 0, 15, 11, 22]]",NA,NA,NA
12,23,3,1,Partial,Partial,"[[12, 4, 10, 23]]",1,0,GGG
12,24,3,1,Partial,Partial,"[[12, 4, 10, 24]]",2,1,SGG
12,25,1,1,Partial,Partial,"[[12, 25]]",1,0,G
12,26,6,1,Partial,Partial,"[[12, 25, 19, 6, 0, 15, 26]]",3,2,SSGSGG
12,27,3,1,Partial,Partial,"[[12, 8, 21, 27]]",2,1,SGG
12,28,8,6,Partial,Partial,"[[12, 8, 21, 27, 14, 5, 11, 22, 28], [12, 25, 19, 6, 14, 5, 11, 22, 28], [12, 25, 19, 6, 0, 15, 11, 22, 28], [12, 4, 10, 24, 18, 7, 1, 17, 28], [12, 4, 10, 23, 29, 7, 1, 17, 28], [12, 4, 10, 23, 29, 16, 3, 9, 28]]",NA,NA,NA
12,29,4,1,Partial,Partial,"[[12, 4, 10, 23, 29]]",2,1,SGGG
12,30,8,3,Partial,Tower,"[[12, 8, 21, 27, 14, 5, 11, 22, 30], [12, 25, 19, 6, 14, 5, 11, 22, 30], [12, 25, 19, 6, 0, 15, 11, 22, 30]]",NA,NA,NA
12,31,7,1,Partial,Tower,"[[12, 25, 19, 6, 0, 15, 26, 31]]",5,1,SSSSGGG
12,32,4,1,Partial,Tower,"[[12, 4, 10, 23, 32]]",2,1,SGGG
12,33,4,1,Partial,Tower,"[[12, 4, 10, 24, 33]]",2,1,SGGG
12,34,3,1,Partial,Tower,"[[12, 8, 21, 34]]",2,1,SGG
12,35,2,1,Partial,Tower,"[[12, 25, 35]]",1,0,GG
13,00,6,2,Partial,Partial,"[[13, 2, 8, 25, 19, 6, 0], [13, 2, 8, 21, 27, 6, 0]]",NA,NA,NA
13,01,4,1,Partial,Partial,"[[13, 24, 18, 7, 1]]",2,1,SGGG
13,02,1,1,Partial,Partial,"[[13, 2]]",1,0,G
13,03,5,2,Partial,Partial,"[[13, 10, 23, 29, 16, 3], [13, 24, 18, 7, 16, 3]]",NA,NA,NA
13,04,2,1,Partial,Partial,"[[13, 10, 4]]",1,0,GG
13,05,6,1,Partial,Partial,"[[13, 2, 8, 21, 27, 14, 5]]",4,1,SSSGGG
13,06,5,2,Partial,Flat,"[[13, 2, 8, 25, 19, 6], [13, 2, 8, 21, 27, 6]]",NA,NA,NA
13,07,3,1,Partial,Flat,"[[13, 24, 18, 7]]",2,1,SGG
13,08,2,1,Partial,Flat,"[[13, 2, 8]]",1,0,GG
13,09,6,3,Partial,Flat,"[[13, 10, 23, 29, 16, 3, 9], [13, 24, 18, 7, 16, 3, 9], [13, 24, 18, 7, 1, 17, 9]]",NA,NA,NA
13,10,1,1,Partial,Flat,"[[13, 10]]",1,0,G
13,11,7,1,Partial,Flat,"[[13, 2, 8, 21, 27, 14, 5, 11]]",4,2,SSSGSGG
13,12,3,2,Partial,Partial,"[[13, 10, 4, 12], [13, 2, 8, 12]]",NA,NA,NA
13,14,5,1,Partial,Partial,"[[13, 2, 8, 21, 27, 14]]",2,2,SGSGG
13,15,7,2,Partial,Partial,"[[13, 2, 8, 25, 19, 6, 0, 15], [13, 2, 8, 21, 27, 6, 0, 15]]",NA,NA,NA
13,16,4,2,Partial,Partial,"[[13, 10, 23, 29, 16], [13, 24, 18, 7, 16]]",NA,NA,NA
13,17,5,1,Partial,Partial,"[[13, 24, 18, 7, 1, 17]]",3,1,SSGGG
13,18,2,1,Partial,Partial,"[[13, 24, 18]]",1,0,GG
13,19,4,1,Partial,Partial,"[[13, 2, 8, 25, 19]]",2,1,SGGG
13,20,7,3,Partial,Partial,"[[13, 10, 23, 29, 16, 3, 9, 20], [13, 24, 18, 7, 16, 3, 9, 20], [13, 24, 18, 7, 1, 17, 9, 20]]",NA,NA,NA
13,21,3,1,Partial,Partial,"[[13, 2, 8, 21]]",1,0,GGG
13,22,7,1,Partial,Partial,"[[13, 24, 18, 7, 1, 17, 28, 22]]",5,1,SSSSGGG
13,23,2,1,Partial,Partial,"[[13, 10, 23]]",1,0,GG
13,24,1,1,Partial,Partial,"[[13, 24]]",1,0,G
13,25,3,1,Partial,Partial,"[[13, 2, 8, 25]]",2,1,SGG
